painting_map_id,coordinates,tol_place_id,default_name,wylie_name,person_id,biography_id,painting_id,create_date,last_modified_user_id,last_modified_date
456,"643,738,542,626",,Ngari Paṇchen Pema Wanggyel,mnga' ris paN chen pad+ma dbang rgyal,3006,,32,2011-12-14 17:25:45,2,2011-12-14 17:25:45
457,"205,818,83,676",,Pakpa Lodro Gyeltsen,phags pa blo gros rgyal mtshan,2051,,32,2011-12-14 17:26:29,2,2011-12-14 17:26:29
458,"588,815,462,683",,"The First Dalai Lama, Gendun Drub",ta la'i bla ma 01 dge 'dun grub pa,10687,,32,2011-12-14 17:27:08,2,2011-12-14 17:27:08
459,"400,887,284,749",,"The Third Dalai Lama, Sonam Gyatso",ta la'i bla ma 03 bsod nams rgya mtsho,12828,,32,2011-12-14 17:28:19,2,2011-12-14 17:28:19
460,"390,753,288,634",,"The Fifth Dalai Lama, Ngawang Lobzang Gyatso",ta la'i bla ma 05 ngag dbang blo bzang rgya mtsho,6065,,32,2011-12-14 17:29:01,2,2011-12-14 17:29:01
461,"512,541,164,161",,Pakmodrupa Dorje Gyelpo,phag mo gru pa rdo rje rgyal po,2539,,33,2012-04-04 18:50:29,2,2012-04-04 18:50:55
462,"390,121,288,16",,Gampopa Sonam Rinchen,sgam po pa bsod nams rin chen,3168,,33,2012-04-04 18:51:26,2,2012-04-04 18:51:26
463,"106,117,0,3",,Jamyang Khyentse Wangpo,jam dbyangs mkhyen brtse'i dbang po,4291,,34,2012-04-04 20:06:40,2,2012-04-04 20:06:40
466,"548,170,410,23",,Jigme Lingpa,jigs med gling pa,5457,,34,2012-04-04 20:07:09,2,2012-04-04 20:07:09
467,"258,166,150,29",,Longchenpa Drime Wozer,klong chen pa dri med 'od zer,2882,,34,2012-04-04 20:07:58,2,2012-04-04 20:07:58
468,"676,160,571,2",,Tri Songdetsen,khri srong lde btsan,10467,,34,2012-04-04 20:08:59,2,2012-04-04 20:08:59
469,"516,556,171,155",,Padmasambhava,pad+ma 'byung gnas,7442,,34,2012-04-04 20:09:10,2,2012-04-04 20:09:10
471,"144,287,31,159",,Indrabhūti,indra bhU ti,1009,,19,2013-04-02 18:22:15,2,2013-04-02 18:23:34
472,"325,704,148,535",,Śrī Vajrakīrtibodhi,,,,19,2013-04-02 18:26:25,2,2013-04-02 18:26:25
473,"478,446,208,33",,Padmasambhava,pad+ma 'byung gnas,7442,,35,2013-05-02 18:14:10,2,2013-05-02 18:14:10
474,"231,427,110,172",,Mandāravā,lha lcam man+dA ra bA,9,,35,2013-05-02 18:14:39,2,2013-05-02 18:14:39
475,"584,447,449,163",,Yeshe Tsogyel,ye shes mtsho rgyal,10373,,35,2013-05-02 18:15:24,2,2013-05-02 18:15:24
476,"321,769,26,443",,Nyangrel Nyima Wozer,nyang ral nyi ma 'od zer,5999,,35,2013-05-02 18:15:41,2,2013-05-02 18:15:41
477,"560,79,615,16",,Padampa Sanggye,pha dam pa sangs rgyas,2510,,35,2013-05-02 18:16:14,2,2013-05-02 18:16:14
478,"420,749,127,313",,Namkha Pelzang,nam mkha' dpal bzang,4349,,36,2013-05-16 14:45:23,2,2013-05-16 14:45:23
479,"132,551,35,432",,Zurchen Shakya Jungne,zur chen shAkya 'byung gnas,4630,,36,2013-05-16 14:46:11,2,2013-05-16 14:46:11
480,"95,611,23,529",,Zurchung Sherab Drakpa,zur chung shes rab grags pa,4632,,36,2013-05-16 14:46:33,2,2013-05-16 14:46:33
481,"454,508,540,400",,Nyangrel Nyima Wozer,nyang ral nyi ma 'od zer,5999,,36,2013-05-16 14:46:58,2,2013-05-16 14:46:58
482,"595,512,529,425",,Guru Chowang,gu ru chos kyi dbang phyug,5588,,36,2013-05-16 14:47:17,2,2013-05-16 14:47:17
483,"599,509,658,433",,Pema Ledrel Tsel,pad+ma las 'brel rtsal,10301,,36,2013-05-16 14:47:38,2,2013-05-16 14:47:38
484,"543,575,472,493",,Longchenpa Drime Wozer,klong chen pa dri med 'od zer,2882,,36,2013-05-16 14:48:01,2,2013-05-16 14:48:01
485,"624,582,555,504",,"The First Dorje Drak Rigdzin, Rigdzin Godemchen Ngodrub Gyeltsen",rdo rje brag rig 'dzin 01 rig 'dzin rgod ldem chen dngos grub rgyal mtshan,7767,,36,2013-05-16 14:48:22,2,2013-05-16 14:48:22
488,"507,685,146,278",,dbang sdud snying po,dbang sdud snying po,10763,,39,2014-02-12 9:01:44,2,2014-02-12 9:38:56
489,"684,333,684,333",,gnya' khri btsan po,gnya' khri btsan po,8995,,39,2014-02-12 9:16:48,2,2014-02-12 9:35:14
490,"418,387,584,174",,Vajrakīla,,,,39,2014-02-12 9:17:37,2,2014-02-12 9:17:37
491,"416,311,256,118",,Avalokiteśvara,,,,39,2014-02-12 9:18:13,2,2014-02-12 9:18:13
492,"508,198,680,1",,Cakrasaṃvara,,,,39,2014-02-12 9:18:41,2,2014-02-12 9:18:41
493,"398,165,269,1",,Amitābha,,,,39,2014-02-12 9:19:09,2,2014-02-12 9:19:09
494,"521,701,679,516",,Kṛṣṇācārya,,,,39,2014-02-12 9:21:10,2,2014-02-12 9:21:10
495,"171,249,3,9",,Hevajra,,,,39,2014-02-12 9:21:25,2,2014-02-12 9:21:25
496,"250,382,71,198",,Guhyasamāja,,,,39,2014-02-12 9:22:12,2,2014-02-12 9:22:12
497,"2,317,2,317",,Vessantara,,,,39,2014-02-12 9:22:48,2,2014-02-12 9:22:48
498,"148,695,3,498",,Padmasambhava,pad+ma 'byung gnas,7442,,39,2014-02-12 9:23:42,2,2014-02-12 9:23:42
499,"110,686,110,686",,Guhyasiddha,,,,39,2014-02-12 9:24:29,2,2014-02-12 9:24:29
500,"416,874,252,686",,Drakpa Gyeltsen,grags pa rgyal mtshan,2915,,39,2014-02-12 9:25:46,2,2014-02-12 9:25:46
501,"449,840,626,681",,Marpa Chokyi Lodro,mar pa chos kyi blo gros,4354,,39,2014-02-12 9:26:29,2,2014-02-12 9:26:29
502,"548,983,681,801",,"The Thirtieth Sakya Tridzin, Sonam Rinchen",sa skya khri 'dzin 30 bsod nams rin chen,10753,,39,2014-02-12 9:29:27,2,2014-02-12 9:29:27
503,"5,571,013,358,822",,dpal ldan chos skyong,dpal ldan chos skyong,10710,,39,2014-02-12 9:30:12,2,2014-02-12 9:30:12
504,"309,998,135,826",,mthu stobs dbang phyug,mthu stobs dbang phyug,11940,,39,2014-02-12 9:32:55,2,2014-02-12 9:32:55
505,"149,962,6,781",,Ngawang Kunga Rinchen,sngags 'chang kun dga' rin chen,7053,,39,2014-02-12 9:34:14,2,2014-02-12 9:34:14
506,"135,509,4,322",,Vessantara,,,,39,2014-02-12 9:34:53,2,2014-02-12 9:34:53
507,"522,542,679,330",,gnya' khri btsan po,gnya' khri btsan po,8995,,39,2014-02-12 9:35:54,2,2014-02-12 9:35:54
508,"235,844,99,667",,Guhyasiddhi,,,,39,2014-02-12 9:36:28,2,2014-02-12 9:36:28
509,"455,538,219,208",,Jikten Gonpo Rinchen Pel,jig rten mgon po rin chen dpal,2899,,40,2014-02-14 7:48:28,2,2014-02-14 7:48:28
510,"185,707,5,453",,"The First Drigung Chungtsang, Chokyi Drakpa",bri gung chung tshang 01 chos kyi grags pa,4387,,40,2014-02-14 7:49:05,2,2014-02-14 7:49:05
511,"467,704,671,451",,"The Second Drigung Chetsang, Konchok Trinle Zangpo",bri gung che tshang 02 dkon mchog 'phrin las bzang po,6569,,40,2014-02-14 7:49:40,2,2014-02-14 7:49:40
512,"149,163,10,18",,Padmasambhava,pad+ma 'byung gnas,7442,,40,2014-02-14 7:49:59,2,2014-02-14 7:49:59
513,"176,221,526,541",,Drenpa Namkha,dran pa nam mkha',6681,,42,2016-05-20 11:06:31,2,2016-05-20 11:06:31
514,"212,103,291,175",,Khyunggo Tsel,khyung rgod rtsal,2973,,42,2016-05-20 11:06:48,2,2016-05-20 11:06:48
515,"405,706,485,785",,rin chen lhun grub,rin chen lhun grub,12069,,42,2016-05-20 11:07:14,342,2016-05-26 10:49:39
516,"142,252,60,176",,nam mkha' bzang po,nam mkha' bzang po,12078,,42,2016-05-20 11:07:32,342,2016-05-26 10:49:47
517,"238,864,149,784",,bstan rgyal bzang po,bstan rgyal bzang po,9613,,42,2016-05-20 12:05:16,342,2016-05-26 10:49:19
518,"381,74,438,136",,nA ro pa,nA ro pa,5398,,43,2016-05-20 12:50:37,342,2016-05-26 12:27:00
519,"300,73,238,132",,tai lo pa,tai lo pa,6424,,43,2016-05-20 12:51:14,342,2016-05-26 12:28:46
520,"240,71,185,129",,Marpa Chokyi Lodro,mar pa chos kyi blo gros,4354,,43,2016-05-20 12:52:53,342,2016-05-20 12:52:53
521,"493,74,437,136",,Milarepa,mi la ras pa,3178,,43,2016-05-20 12:53:30,342,2016-05-20 12:53:30
522,"185,70,120,126",,Gampopa Sonam Rinchen,sgam po pa bsod nams rin chen,3168,,43,2016-05-20 12:54:35,342,2016-05-20 12:54:35
523,"556,71,492,135",,Pakmodrupa Dorje Gyelpo,phag mo gru pa rdo rje rgyal po,2539,,43,2016-05-20 12:58:11,342,2016-05-20 12:58:11
526,"495,134,552,194",,Sengge Sherab,seng+ge shes rab,11942,,43,2016-05-20 15:02:47,342,2016-05-20 15:02:47
527,"494,196,550,256",,Dorje Rinchen,rdo rje rin chen,4352,,43,2016-05-20 15:05:53,342,2016-05-20 15:05:53
528,"187,198,124,255",,kun dga' seng+ge,kun dga' seng+ge,4353,,43,2016-05-20 15:06:22,342,2016-05-26 12:26:36
529,"556,134,613,193",,Sengge Gyelpo,seng+ge rgyal po,8637,,43,2016-05-20 15:07:29,342,2016-05-20 15:07:29
530,"116,131,61,189",,seng+ge rin chen,seng+ge rin chen,11964,,43,2016-05-20 15:08:07,342,2016-05-26 12:28:27
531,"490,136,434,196",,Zhonnu Sengge,gzhon nu seng+ge,11909,,43,2016-05-20 15:09:13,342,2016-05-20 15:09:13
532,"187,132,244,192",,Wonre Darma Sengge,dbon ras dar ma seng+ge,11898,,43,2016-05-20 15:09:52,342,2016-05-20 15:09:52
533,"115,194,63,252",,Lodro Sengge,blo gros seng+ge,3028,,43,2016-05-20 15:12:03,342,2016-05-20 15:12:03
534,"613,198,552,257",,Khyentse Tokden,mkhyen brtse rtogs ldan,8361,,43,2016-05-20 15:12:40,342,2016-05-20 15:12:40
535,"174,261,125,315",,Jamyang Yeshe Rinchen,jam dbyangs ye shes rin chen,4350,,43,2016-05-20 15:15:16,342,2016-05-20 15:15:16
537,"554,263,497,316",,blo gros mchog ldan,blo gros mchog ldan,8360,,43,2016-05-20 15:21:40,342,2016-05-26 12:25:45
538,"121,262,71,320",,Sherab Zangpo,shes rab bzang po,4348,,43,2016-05-20 15:22:10,342,2016-05-20 15:22:10
539,"614,267,560,319",,"The Second Drukchen, Kunga Peljor",brug chen 02 kun dga' dpal 'byor,11986,,43,2016-05-20 15:22:38,342,2016-05-20 15:22:38
540,"123,331,74,381",,rgyal dbang lhun grub,rgyal dbang lhun grub,8413,,43,2016-05-20 15:25:55,342,2016-05-26 12:29:14
541,"555,328,611,383",,ngag dbang chos rgyal,ngag dbang chos rgyal,11472,,43,2016-05-20 15:26:54,342,2016-05-26 12:27:12
542,"128,388,72,444",,ngag gi dbang phyug,ngag gi dbang phyug,6918,,43,2016-05-20 15:27:24,342,2016-05-26 12:27:57
543,"606,517,550,452",,bstan pa'i nyi ma,bstan pa'i nyi ma,4345,,43,2016-05-20 15:30:38,342,2016-05-26 12:25:56
544,"120,521,75,576",,lha dbang blo gros,lha dbang blo gros,7578,,43,2016-05-20 15:31:21,342,2016-05-26 12:26:50
545,"611,528,555,584",,ngag dbang rnam rgyal,ngag dbang rnam rgyal,7589,,43,2016-05-20 15:31:49,342,2016-05-26 12:27:26
546,"256,770,206,820",,"The Second Je Khenpo, Sonam Wozer",rje mkhan po 02 bsod nams 'od zer,7601,,43,2016-05-20 16:28:24,342,2016-05-20 16:28:24
547,"420,762,467,819",,Jamgon Ngawang Gyeltsen,jam mgon ngag dbang rgyal mtshan,7803,,43,2016-05-20 16:32:06,342,2016-05-20 16:32:06
548,"538,772,484,827",,"The Sixteenth Je Khenpo, Sherab Sengge",rje mkhan po 16 shes rab seng+ge,7918,,43,2016-05-20 16:35:08,342,2016-05-20 16:42:56
549,"129,754,79,820",,"The Twenty-Fifth Je Khenpo, Sherab Gyeltsen",rje mkhan po 25 shes rab rgyal mtshan,8343,,43,2016-05-20 16:42:29,342,2016-05-20 16:42:29
550,"404,293,268,577",,Gotsangpa Gonpo Dorje,rgod tshang pa mgon po rdo rje,3759,,43,2016-05-20 16:43:59,342,2016-05-20 16:43:59
551,"175,132,127,189",,nyi ma seng+ge,nyi ma seng+ge,11920,,43,2016-05-20 16:45:00,342,2016-05-26 12:28:06
553,"380,37,460,131",,tai lo pa,tai lo pa,6424,,44,2016-05-25 15:23:33,343,2016-05-25 15:23:33
554,"104,43,165,122",,nA ro pa,nA ro pa,5398,,44,2016-05-25 15:24:28,343,2016-05-25 15:24:28
555,"483,84,534,168",,Gampopa Sonam Rinchen,sgam po pa bsod nams rin chen,3168,,44,2016-05-25 15:25:00,343,2016-05-25 15:25:04
556,"521,41,594,106",,Marpa Chokyi Lodro,mar pa chos kyi blo gros,4354,,44,2016-05-25 16:01:19,343,2016-05-25 16:01:19
557,"156,86,219,176",,Milarepa,mi la ras pa,3178,,44,2016-05-25 16:02:33,343,2016-05-25 16:02:33
558,"55,91,130,183",,Pakmodrupa Dorje Gyelpo,phag mo gru pa rdo rje rgyal po,2539,,44,2016-05-25 16:10:47,343,2016-05-25 16:10:47
559,"570,96,635,176",,Lingrepa Pema Dorje,gling ras pa pad+ma rdo rje,11877,,44,2016-05-25 16:13:58,343,2016-05-25 16:13:58
560,"205,145,280,239",,"The First Drukchen, Tsangpa Gyare Yeshe Dorje",brug chen 01 gtsang pa rgya ras ye shes rdo rje,11865,,44,2016-05-25 16:15:08,343,2016-05-25 16:15:08
562,"472,240,546,350",,kun dga' seng+ge,kun dga' seng+ge,4353,,44,2016-05-25 16:32:30,343,2016-05-25 16:32:30
563,"131,256,209,356",,Dorje Rinchen,rdo rje rin chen,4352,,44,2016-05-25 16:35:18,343,2016-05-25 16:35:18
564,"578,254,642,361",,Lodro Sengge,blo gros seng+ge,3028,,44,2016-05-25 16:44:37,343,2016-05-25 16:44:37
565,"483,350,574,456",,Khyentse Tokden,mkhyen brtse rtogs ldan,8361,,44,2016-05-25 16:51:53,343,2016-05-25 16:51:53
566,"48,398,130,515",,blo gros mchog ldan,blo gros mchog ldan,8360,,44,2016-05-25 17:04:57,343,2016-05-25 17:04:57
567,"574,371,643,473",,Jamyang Yeshe Rinchen,jam dbyangs ye shes rin chen,4350,,44,2016-05-25 17:07:23,343,2016-05-25 17:07:23
568,"119,500,191,595",,Sherab Zangpo,shes rab bzang po,4348,,44,2016-05-25 17:11:56,343,2016-05-25 17:11:56
569,"491,473,567,574",,nam mkha'i rnal 'byor,nam mkha'i rnal 'byor,8447,,44,2016-05-25 17:14:02,343,2016-05-25 17:14:02
570,"93,603,185,706",,"The Third Drukchen, Jamyang Chodrak",brug chen 03 'jam dbyangs chos grags,11441,,44,2016-05-25 18:16:44,343,2016-05-25 18:16:44
571,"502,572,576,672",,shes rab rgya mtsho,shes rab rgya mtsho,11975,,44,2016-05-25 18:17:54,343,2016-05-25 18:17:54
572,"213,249,483,575",,"The Fourth Drukchen, Pema Karpo",brug chen 04 pad+ma dkar po,10952,,44,2016-05-25 18:50:00,343,2016-05-25 18:50:00
579,"435,125,233,331",,"The First Karmapa, Dusum Khyenpa",karma pa 01 dus gsum mkhyen pa,2683,,22,2016-05-26 14:46:25,342,2016-05-26 14:46:25
580,"18,219,684,172,242",,Śākyaśrībhadra,shAkya shrI b+ha dra,2810,,49,2016-06-03 13:17:39,342,2016-06-03 13:17:39
581,"84,360,418,582,172",,"The Third Pawo, Tsuklak Gyatso",dpa' bo 03 gtsug lag rgya mtsho,2665,,48,2016-06-03 17:04:41,342,2016-06-03 17:05:19
582,"507,1565,75,2088",,Atiśa Dīpaṃkara,a ti sha dI paM ka ra,5717,,48,2016-06-03 17:11:50,342,2016-06-03 17:11:50
583,"366,2379,54,2833",,Dromton Gyelwa Jungne,brom ston rgyal ba'i 'byung gnas,4267,,48,2016-06-03 17:12:37,342,2016-06-03 17:12:37
584,"357,1115,21,1547",,Śāntarakṣita,zhi ba 'tsho,8202,,48,2016-06-03 17:14:14,342,2016-06-03 17:14:14
585,"2,620,105,422,961,570",,shantideva,shantideva,8747,,48,2016-06-03 17:19:47,342,2016-06-03 17:20:42
586,"2560,1594,2172,2106",,Buton Rinchen Drub,bu ston rin chen grub,2845,,48,2016-06-03 17:19:57,342,2016-06-03 17:19:57
589,"697,520,436,812",,Milarepa,mi la ras pa,3178,,46,2016-06-08 22:39:15,233,2016-06-08 22:47:02
590,"171,19,286,225",,Shakabpa Wangchuk Deden,zhwa sgab pa dbang phyug bde ldan,,,50,2016-06-10 13:54:28,343,2016-06-10 13:54:57
591,"269,31,359,219",,Lobzang Yampel Pangdatsang,blo bzang yar 'phel spang mda' tshang,13523,,50,2016-06-10 13:55:49,343,2016-06-10 13:55:49
592,"491,10,656,170",,Surkhang Lhawang Topgyal,zur khang lha dbang stob rgyal,,,50,2016-06-10 13:58:37,343,2016-06-10 14:04:00
593,"341,4,498,149",,Prime Minister Clement Atlee,,,,50,2016-06-10 14:04:23,343,2016-06-10 14:04:23
594,"670,59,813,241",,Kaludharma Ratna,,,,50,2016-06-10 14:05:15,343,2016-06-10 14:05:15
595,"60,21,196,182",,Tubten Tsepel Taikhang,thub bstan tshe 'phel,,,50,2016-06-10 14:13:11,343,2016-06-10 14:13:11
597,"311,851,3,1217",,Mandāravā,lha lcam man+dA ra bA,9,,51,2016-06-10 14:32:41,342,2016-06-10 14:32:41
599,"139,786,211,161,208",,Yeshe Tsogyel,ye shes mtsho rgyal,10373,,51,2016-06-10 14:34:47,342,2016-06-10 14:34:47
600,"10,881,233,243,300",,Padmasambhava,pad+ma 'byung gnas,7442,,51,2016-06-10 14:35:15,342,2016-06-10 14:35:15
601,"271,1593,6,1890",,Śāntarakṣita,zhi ba 'tsho,8202,,51,2016-06-10 14:36:13,342,2016-06-10 14:36:13
602,"1132,1572,1374,1789",,Tri Songdetsen,khri srong lde btsan,10467,,51,2016-06-10 14:37:05,342,2016-06-10 14:37:05
603,"466,48,683,636",,Khandro Tāre Lhamo,mkha' 'gro tA re lha mo,8651,,53,2016-06-13 13:10:00,342,2016-06-13 13:10:00
604,"221,14,3,615",,"The Fourth Namkhai Nyingpo, Namtrul Jigme Puntsok",nam mkha'i snying po 04 nam sprul 'jigs med phun tshogs,8650,,53,2016-06-13 13:10:18,342,2016-06-13 13:10:18
605,"461,77,224,634",,Khenpo Jigme Puntsok,mkhan po 'jigs med phun tshogs,10457,,53,2016-06-13 13:10:30,342,2016-06-13 13:10:30
606,"15,342,118,501,869",,"The First Dorje Drak Rigdzin, Rigdzin Godemchen Ngodrub Gyeltsen",rdo rje brag rig 'dzin 01 rig 'dzin rgod ldem chen dngos grub rgyal mtshan,7767,,54,2016-06-13 16:01:27,342,2016-06-13 16:01:27
609,"321,627,10,283",,Rinchen Zangpo,rin chen bzang po,10199,,55,2016-06-13 16:41:10,342,2016-06-13 16:41:10
610,"54,967,612,411,613",,Puchungwa Zhonnu Gyeltsen,phu chung ba gzhon nu rgyal   mtshan,6452,,55,2016-06-13 16:41:24,342,2016-06-13 16:41:24
612,"2459,1236,2247,1405",877,Lhasa Tsuklakhang ,lha sa gtsug lag khang,,,52,2016-06-14 11:12:19,342,2016-06-14 11:12:19
613,"2246,1274,2148,1389",443,Chakpori,lcags po ri,,,52,2016-06-14 11:12:49,342,2016-06-14 11:12:49
614,"2085,1285,1926,1421",38,Drepung Monastery,bras spungs ,,,52,2016-06-14 11:13:17,342,2016-06-14 11:13:17
615,"2548,1438,2269,1641",165,Samye,bsam yas,,,52,2016-06-14 11:21:24,342,2016-06-14 11:21:24
616,"2659,1529,2877,1725",672,Trandruk,khra 'brug,,,52,2016-06-14 11:34:43,342,2016-06-14 11:34:43
617,"3412,1782,3167,2015",811,Khoting Lhakhang,kho thing lha khang,,,52,2016-06-14 11:40:51,342,2016-06-14 11:40:51
618,"3593,1089,3425,1236",181,Longtang Dolma Lhakhang,klong thang sgrol ma lha khang,,,52,2016-06-14 11:41:45,342,2016-06-14 11:41:45
619,"31,566,472,906,840",1120,Buchu Lhakhang,bu chu lha khang,,,52,2016-06-14 13:08:56,342,2016-06-14 13:08:56
620,"82,218,406,142,010",,Kyichu Lhakhang ,skyid chu lha khang,,,52,2016-06-14 13:13:31,342,2016-06-14 13:13:31
621,"265,593,224,861,097",1121,Katsel,bka' tshal,,,52,2016-06-14 14:19:15,342,2016-06-14 14:19:15
622,"1668,1634,1486,1796",1122,Drampagyang,gram pa rgyang,,,52,2016-06-14 15:26:52,342,2016-06-15 10:49:14
623,"153,091,812,941,123",1123,Tsangdram,gtsang 'gram,,,52,2016-06-15 9:48:57,342,2016-06-15 9:48:57
624,"115,110,688,971,313",1124,Traduntse,pra dun rtse,,,52,2016-06-15 10:48:15,342,2016-06-15 10:48:15
625,"65,612,644,841,434",1125,Mangyul Jamtrin Lhakhang,mang yul byams sprin lha khang,,,52,2016-06-15 14:23:20,342,2016-06-15 14:23:20
626,"130,316,237,561,947",82,Drigung Til,bri gung mthil,,,56,2016-06-16 11:58:56,342,2016-06-16 11:58:56
627,"300,1503,72,1383",822,Terdrom,"gter sgrom dgon, Zhoto Tidro",,,56,2016-06-16 11:59:51,342,2016-06-16 11:59:51
628,"9,494,133,621,016",,Padmasambhava,pad+ma 'byung gnas,7442,,56,2016-06-16 12:51:21,342,2016-06-16 12:51:21
629,"933,10,756,212",,mu tig btsan po,mu tig btsan po,13468,,56,2016-06-16 12:52:04,342,2016-06-16 12:56:50
630,"364,206,197,-1",,rin chen phun tshogs chos kyi   rgyal po,rin chen phun tshogs chos kyi   rgyal po,6384,,56,2016-06-16 12:54:02,342,2016-06-16 12:57:31
633,"1093,12,938,209",,chos rgyal phun tshogs bkra   shis,chos rgyal phun tshogs bkra   shis,7031,,56,2016-06-16 12:58:29,342,2016-06-16 13:23:51
634,"686,193,792,398",,dkon mchog rin chen,dkon mchog rin chen,7028,,56,2016-06-16 13:23:13,342,2016-06-16 13:23:15
635,"502,408,366,222",,"The First Drigung Chungtsang, Chokyi Drakpa",bri gung chung tshang 01 chos kyi grags pa,4387,,56,2016-06-16 13:25:48,342,2016-06-16 13:25:48
636,"371,233,238,410",,"The Second Drigung Chetsang, Konchok Trinle Zangpo",bri gung che tshang 02 dkon mchog 'phrin las bzang po,6569,,56,2016-06-16 13:29:27,342,2016-06-16 13:29:28
637,"9,182,281,041,416",,don grub chos rgyal,don grub chos rgyal,12329,,56,2016-06-16 13:30:20,342,2016-06-16 13:30:20
638,"228,233,123,421",,dkon mchog bstan 'dzin 'gro   'dul,dkon mchog bstan 'dzin 'gro   'dul,5630,,56,2016-06-16 13:31:59,342,2016-06-16 13:31:59
639,"40,495,610,871,693",,Tseten Chodzom,tshe brtan chos 'dzoms,11796,,57,2016-06-16 13:33:18,343,2016-06-16 13:33:18
640,"11,361,311,727,944",,Surkhang Wangchen Tseten,zur khang dbang chen tshe brtan,11790,,57,2016-06-16 13:33:40,343,2016-06-16 13:33:46
644,"13,002,361,163,380",,"The Fourth Drigung Chetsang, Tendzin Pemai Gyeltsen",bri gung che tshang 04 bstan 'dzin pad+ma'i rgyal   mtshan,11167,,56,2016-06-16 13:42:35,342,2016-06-16 13:42:35
646,"328,390,197,559",,bstan 'dzin chos kyi rgyal   mtshan,bstan 'dzin chos kyi rgyal   mtshan,3915,,56,2016-06-16 13:48:19,342,2016-06-16 13:48:19
647,"9,242,117,396",,chos kyi nyi ma,chos kyi nyi ma,3916,,56,2016-06-16 13:49:29,342,2016-06-16 13:49:29
648,"13,033,691,189,551",,chos nyid nor bu,chos nyid nor bu,3914,,56,2016-06-16 13:56:53,342,2016-06-16 13:56:53
649,"18,441,102,561,830",,Yuthok Dorje Yudon,g.yu thog lha lcam rdo rje g.yu sgron,11798,,58,2016-06-16 13:58:40,343,2016-06-16 13:58:40
650,"17,55,524,795",,"The Seventeenth Ruler of Eyul, Lhagyari Namgyel Gyatso",e lha rgya ri khri chen 17 rnam rgyal rgya mtsho,276,,59,2016-06-16 14:23:51,343,2016-06-16 14:23:51
653,"157,35,332,263",,Lhagyari Puntsok Dolkar,lha rgya ri phun tshogs sgrol dkar ,,,60,2016-06-17 14:11:33,343,2016-06-17 14:11:33
654,"312,4,532,207",,"The Seventeenth Ruler of Eyul, Lhagyari Namgyel Gyatso",e lha rgya ri khri chen 17 rnam rgyal rgya mtsho,276,,60,2016-06-17 14:11:58,343,2016-06-17 14:11:58
655,"47,052,118,192,027",,Yuthok Dorje Yudon,g.yu thog lha lcam rdo rje g.yu sgron,11798,,61,2016-06-17 14:36:40,343,2016-06-17 14:36:40
656,"45,130,173,273",,Surkhang Wangchen Gelek,zur khang dbang chen bde legs,2423,,62,2016-06-17 15:04:52,343,2016-06-17 15:12:01
657,"201,155,368,306",,rag kha shar phun tshogs rab   rgyas,rag kha shar phun tshogs rab   rgyas,9326,,62,2016-06-17 15:12:12,343,2016-06-17 15:16:20
658,"55,33,235,253",,Surkhang Wangchen Gelek,zur khang dbang chen bde legs,2423,,63,2016-06-17 15:38:24,343,2016-06-17 15:38:24
659,"285,18,330,256",,Fourteenth Dalai Lama Tendzin Gyatso,tA la'i bla ma 14 bstan 'dzin rgya mtsho,2951,,63,2016-06-17 15:40:21,343,2016-06-17 15:40:21
660,"47,87,171,250",,Yuthok Tashi Dhondup,g.yu thog bkra shis don grub,9333,,64,2016-06-17 15:58:47,343,2016-06-17 15:58:49
661,"301,54,407,204",,thub bstan kun 'phel,thub bstan kun 'phel,11903,,64,2016-06-17 16:00:57,343,2016-06-17 16:00:57
662,"188,236,939,987",,Yuthok Tashi Dhondup,g.yu thog bkra shis don grub,9333,,65,2016-06-17 17:04:09,343,2016-06-17 17:04:09
663,"11,382,221,754,926",,phreng ring 'jigs med sum rtsen   dbang po,phreng ring 'jigs med sum rtsen   dbang po,12280,,65,2016-06-17 17:06:11,343,2016-06-17 17:06:33
666,"43,93,525,756",,Lowo Khenchen Sonam Lhundrub,glo bo mkhan chen bsod nams lhun grub,10497,,66,2016-06-22 17:00:47,2,2016-06-22 17:00:47
667,"2299,1214,2390,1153",37,Sera Monastery,se ra,,,52,2016-07-13 12:36:41,342,2019-01-16 20:13:57
668,"2381,1000,2184,1114",862,Drak Yerpa,brag yer pa,,,52,2016-07-13 12:42:55,342,2016-07-13 12:42:55
669,"2249,1281,2148,1391",905,Potala,po ta la,,,52,2016-07-13 12:43:46,342,2016-07-13 12:43:46
670,"2244,1204,2146,1241",899,Ramoche ,ra mo che gtsug lag khang,,,52,2016-07-13 12:44:51,342,2016-07-13 12:44:54
671,"2110,1031,1908,1164",327,Reting Monastery,rwa sgreng dgon,,,52,2016-07-13 12:58:50,342,2016-07-13 12:58:50
672,"1907,1632,1994,1576",11,Dorje Drak,rdo rje brag,,,52,2016-07-13 13:06:06,342,2016-07-13 13:06:06
673,"1962,1516,1863,1588",141,Kharchu Monastery,mkhar chu dgon,,,52,2016-07-13 13:06:41,342,2016-07-13 13:06:41
674,"1648,1362,1575,1408",615,Gongkar Chode,gong dkar chos sde,,,52,2016-07-13 13:08:54,342,2016-07-13 13:08:54
675,"1706,1332,1639,1382",,Chakzam Chuwori,lcags zam chu bo ri,,,52,2016-07-13 13:20:38,342,2016-07-13 13:20:38
