Incarnation Name,Incarnation BDRC ID,Incarnation Lineage TOL ID,Previous Incarnation Lineage TOL ID,Previous Incarnation Person TOL ID,Incarnation Sequence,Ordinal,Person TOL ID,Branched Lineage,Person BDRC ID,New Seat Established,Notes,Questions for Katie
Dungkar,R8LS12912,117,,13712,3,3,13710,FALSE,P8LS12767,,,
Dungkar,R8LS12912,117,,13710,4,4,13713,FALSE,P8LS12768,,,
Dungkar,R8LS12912,117,,13713,5,5,13714,FALSE,P8LS12769,,,
Dungkar,R8LS12912,117,,13714,6,6,13715,FALSE,P8LS12770,,,Same question as above about non-consecutive incarnations
Dungkar,R8LS12912,117,,13715,8,8,2419,FALSE,P1161,,,
Ganden Tongkhor,,118,60,2755,6,6,3134,TRUE,P1813,,,
Ganden Tongkhor,,118,,3134,7,7,3730,TRUE,P2064,,,
Ganden Tongkhor,,118,,3730,8,8,3733,TRUE,P2067,,,
Ganden Tongkhor,,118,,3733,9,9,6419,TRUE,P402,,,
Ganden Tongkhor,,118,,6419,10,10,3734,TRUE,P2068,,,
Ganden Tongkhor,,118,,3734,11,11,3735,TRUE,P2069,,,
Ganden Tongkhor,,118,,3735,12,12,3738,TRUE,P2071,,,
Ganden Tongkhor,,118,,3738,13,13,3739,TRUE,P2072,,,
Zimwok,R8LS13037,119,,,1,1,11170,FALSE,P8452,,,
Zimwok,R8LS13037,119,,11170,2,2,11171,FALSE,P8453,,,
Zimwok,R8LS13037,119,,11171,3,3,9670,FALSE,P7031,,,
Zimwok,R8LS13037,119,,9670,4,4,12446,FALSE,P963,,,
Zimwok,R8LS13037,119,,12446,5,5,4310,FALSE,P2597,,,
Jebtsundampa,R8LS13205,120,,,1,1,8334,FALSE,P5779,,,
Jebtsundampa,R8LS13205,120,,8334,2,2,7069,FALSE,P4614,,,
Jebtsundampa,R8LS13205,120,,7069,3,3,4081,FALSE,P2383,,,
Jebtsundampa,R8LS13205,120,,4081,4,4,8333,FALSE,P5778,,,
Jebtsundampa,R8LS13205,120,,8333,5,5,4325,FALSE,P261,,,
Jebtsundampa,R8LS13205,120,,4325,6,6,9154,FALSE,P6556,,,
Jebtsundampa,R8LS13205,120,,9154,7,7,9155,FALSE,P6557,,,
Jebtsundampa,R8LS13205,120,,9155,8,8,7431,FALSE,P4945,,,
Jebtsundampa,R8LS13205,120,,7431,9,9,11437,FALSE,P8697,,,
Drubgyud Tulku,,121,,,1,1,13836,FALSE,,,,
Drubgyud Tulku,,121,,13836,2,2,13837,FALSE,,,,
Drubgyud Tulku,,121,,13837,3,3,13838,FALSE,,,,
Drubgyud Tulku,,121,,13838,4,4,13839,FALSE,,,,
Drubgyud Tulku,,121,,13839,5,5,13840,FALSE,,,,
Drubgyud Tulku,,121,,13840,6,6,13841,FALSE,,,,
Katok Getse,,122,,,1,,4691,FALSE,,,,
Katok Getse,,122,,4691,2,2,8592,FALSE,,,,
Katok Getse,,122,,8592,3,3,7254,FALSE,,,,
Dudjom,,123,,,1,,7737,FALSE,,,,
Dudjom,,123,,7737,2,,9105,FALSE,,,,
Dudjom,,123,,9105,3,,9688,FALSE,,,,
Dudjom,,123,,9688,4,,10019,FALSE,,,,
Kagyu Tulku,,124,,,1,,9761,FALSE,,,,
Kagyu Tulku,,124,,9761,2,2,13855,FALSE,,,,
Kagyu Tulku,,124,,13855,3,3,9764,FALSE,,,,
Kagyu Tulku,,124,,9764,4,4,13856,FALSE,,,,
Kagyu Tulku,,124,,13856,5,5,13857,FALSE,,,,
Kagyu Tulku,,124,,13857,6,6,13858,FALSE,,,,
Kagyu Tulku,,124,,13858,7,7,13859,FALSE,,,,
Tana Lhatse,,125,,,1,1,13861,FALSE,,,,
Tana Lhatse,,125,,13861,2,2,13862,FALSE,,,,
Dezhung,,126,,,1,,12772,FALSE,P3JM7,,,
Dezhung,,126,,12772,2,2,13678,FALSE,P11MS232,,,
Dezhung,,126,,13678,3,3,10355,FALSE,P7679,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
,,,,,,,,FALSE,,,,
