community_id,community_name,wylie_name,tibetan,chinese,en_variants,bo_x_ewtx_variants,zh_hani_variants,sa_deva_variants,ru_cyrl_variants,mn_cyrl_variants,mn_mong_variants
480,Amchok Monastery,a mchog dgon,ཨ་མཆོག་དགོན།,,Amchok Gon Ganden Chokhor Ling; Amchok Demotang Ganden Chokhor Ling,dga ldan chos 'khor 'phel rgyas gling; a mchog bde mo thang dga' ldan chos 'khor gling,,,,,
481,Gartse Tubten Chokhor Ling, 'gar rtse thub bstan chos 'khor gling,འགར་རྩེ་ཐུབ་བསྟན་ཆོས་འཁོར་གླིང་།,,Gartse,,,,,,
482,Martang Obten,mar thang ob bstan dgon pa,མར་ཐང་ཨོབ་བསྟན་དགོན་པ།,,shantang aodan si,mar thang bsam 'phel dar rgyas gling,,,,,
484,Kīrti Namgyel Dechen Ling,kIrti rnam rgyal bde chen gling ,ཀཱིརྟི་རྣམ་རྒྱལ་བདེ་ཆེན་གླིང་།,格尔登寺,geerdeng si,rnam rgyal bde chen gling; ki rti dgon pa; ki rti dgon gsar dge ldan legs bshad gli,,,,,
485,Tsetang,rtsed thang,རྩེད་ཐང་།,阿曲扎仓,Tsetang Monastery; Cethang; Ngacho Dratsang,rtse thang; rtsed thang lnga mchod grwa tshang,阿曲扎仓,,,,
486,Sangsang Dungkar,sang sang dung dkar,སང་སང་དུང་དཀར།,,,,,,,,
487,Lhogyu Sera,lho rgyud se ra,ལྷོ་རྒྱུད་སེ་ར།,,,,,,,,
488,Wangda,dbang mda',དབང་མདའ།,,Wangda Gon Tubten Chokorling; Wangda Gon Shedrub Tashikhyil,thang dkar ma'i dgon pa; dbang mda' dgon bshad sgrub bkra shis g.yas 'khyil,,,,,
489,Denang Monastery,sde nang dgon,སྡེ་ནང་དགོན།,,,,,,,,
490,Tongkyab,stong skyabs,སྟོང་སྐྱབས།,,Tongkyap,,,,,,
491,Dori Hermitage,rdo ri ri khrod,རྡོ་རི་རི་ཁྲོད།,,,,,,,,
492,Lhundrub Dzong,lhun grub rdzong,ལྷུན་གྲུབ་རྫོང་།,,,,,,,,
493,Yugu Tongtse,dbyu gu mthong rtse,དབྱུ་གུ་མཐོང་རྩེ།,,,,,,,,
494,Wenne Tashikhyil,dben gnas bkra shis 'khyil,དབེན་གནས་བཀྲ་ཤིས་འཁྱིལ།,,,,,,,,
495,Wenne Samdrub Deden Ling ,dben gnas bsam grub bde ldan gling,དབེན་གནས་བསམ་གྲུབ་བདེ་ལྡན་གླིང་།,,,,,,,,
496,Dedzom Gatsel,bde 'dzoms dga' tshal,བདེ་འཛོམས་དགའ་ཚལ།,,Darzhing Dedzom Gon; Darzhing Dedzom Gatsel; Darzhing Gon Dedzom Gatsel,dar zhing bde 'dzoms dga' tshal,,,,,
497,Dzongkar Monastery,rdzong dkar bka' gdams pho brang bkra shis gling ,རྫོང་དཀར་བཀའ་གདམས་ཕོ་བྲང་བཀྲ་ཤིས་གླིང་།,,Dzongkar Kadam Podrang Tashi Ling,,,,,,
498,Takdo,ltag rdo,ལྟག་རྡོ།,,,,,,,,
499,Dopuk,rdo phug,རྡོ་ཕུག།,,Dopuk Hermitage,rdo phug ri khrod,,,,,
500,Tsikyang,rtsi rkyang,རྩི་རྐྱང་།,,,,,,,,
501,Angang,a 'gang,ཨ་འགང་།,,Agang,,,,,,
502,Chorten Kyak,mchod rten skyag,མཆོད་རྟེན་སྐྱག།,,,,,,,,
503,Namkyak Monastery,gnam skyag dgon,གནམ་སྐྱག་དགོན།,,,,,,,,
504,Karing Tashi Dargye Ling,ka ring bkra shis dar rgyas gling ,ཀ་རིང་བཀྲ་ཤིས་དར་རྒྱས་གླིང་།,,Karing; Garing; galeng si,kwa ring dgon,尕楞寺; 尕楞寺,,,,
505,Rongwo Tashikhyil,rong bo bkra shis 'khyil,རོང་བོ་བཀྲ་ཤིས་འཁྱིལ།,,,,,,,,
507,Tsagyel,tsha rgyal,ཚ་རྒྱལ།,,,,,,,,
508,Tashi Chokhor Ling,bkra shis chos 'khor gling ,བཀྲ་ཤིས་ཆོས་འཁོར་གླིང་།,,,pho ldang dgon; karma thub bstan bkra shis chos 'khor gling,,,,,
509,Gome Oseltang,sgom med 'od gsal thang,སྒོམ་མེད་འོད་གསལ་ཐང་།,,Gomme Oselthang,sgom med 'od gsal thang chos sgar,,,,,
510,Nakchung Ritro,nags chung ri khrod,ནགས་ཆུང་རི་ཁྲོད།,,,,,,,,
511,Ga Nyide,sga nyi bde,སྒ་ཉི་བདེ།,,Nyide,,,,,,
512,Jyekundo Dondrub Ling,skye dgu mdo don grub gling ,སྐྱེ་དགུ་མདོ་དོན་གྲུབ་གླིང་།,,Kyegu Dondrub Ling; jiegu si,skye rgu dgon; skye rgu'i don 'grub gling,结古寺; 结古义成洲,,,,
514,Se Trabzang,se bkra bzang dgon,སེ་བཀྲ་བཟང་དགོན།,,Riwo Trazang; Gyel Trazang,,扎桑寺; 日吾扎桑寺,,,,
515,Sang Ngak Tekchokling,gsang sngags theg mchog gling,གསང་སྔགས་ཐེག་མཆོག་གླིང་།,,,,,,,,
516,Guru Pema Evaṁ Chokgar,gu ru padma e waM lchog sgar,གུ་རུ་པདམ་ཨེ་ཝཾ་ལཆོག་སྒར།,,Guru Pema Ewam Chokgar; Guru Pema Evam Choggar,,,,,,
517,Tashi Samten Ling,bkra shis bsam gtan gling,བཀྲ་ཤིས་བསམ་གཏན་གླིང་།,,,,,,,,
518,Jazi,ja bzi ,ཇ་བཟི་།,甲孜寺,Nyarong Jazi Gon; Jazi Gon Sangngak Dechen Choling; jiazi si,gya bzi dgon; gya dgon; ja bzi dgon gsang sngags bde chen chos gling,甲孜寺,,,,
519,Tromge Gon,khrom dge dgon,ཁྲོམ་དགེ་དགོན།,,changgen si,,昌根寺,,,,
520,Horkor Gon,hor skor dgon,ཧོར་སྐོར་དགོན།,,Horkor Shedrub Dargye Ling,hor skor dgon bshad sgrub dar rgyas gling,,,,,
522,Gegyel Dzogchen,dge rgyal rdzogs chen ,དགེ་རྒྱལ་རྫོགས་ཆེན་།,,Gegyel Natsang,dge rgyal nag tshang dgon,,,,,
523,Monkhar Namseling,mon mkhar rnam sras gling ,མོན་མཁར་རྣམ་སྲས་གླིང་།,,Namseling Shamar Gonsar,rnam sras gling zhwa dmar dgon gsar,,,,,
524,Yangcho Sangcho Pema Lhunding,yang chos gsang chos padma lhun sdings,ཡང་ཆོས་གསང་ཆོས་པདམ་ལྷུན་སྡིངས།,,,g.yang chos dgon,,,,,
525,Nubzur Gon,gnubs zur dgon pa,གནུབས་ཟུར་དགོན་པ།,,luo ruo si,,洛若寺,,,,
526,Changma Gar,lcang ma sgar,ལྕང་མ་སྒར།,,Samten Dargye Ling; Dzato Changma Gar Samten Dargye Ling,rdza stod lcang ma sgar bsam gtan dar rgyas gling,,,,,
527,Larung Gar,bla rung sgar,བླ་རུང་སྒར།,色达五明佛学院,Serta Larung Five Sciences Buddhist Academy; Larung Gar English Centre for the Five Traditional Sciences and Higher Buddhist Studies; seda wuming foxueyuan,bla rung slob gling; gser thang lnga rig nang bstan slob gling; gser rta bla rung lnga rig nang bstan slob gling; gser ljongs bla ma rung gi sgar chen,色达五明佛学院,,,,
529,Lhalung Gon,lha lung dgon,ལྷ་ལུང་དགོན།,,Lhalung Tekchokling; lalong si,,拉隆寺,,,,
530,Ganden Mipam Choling,dga' ldan mi pham chos gling,དགའ་ལྡན་མི་ཕམ་ཆོས་གླིང་།,,Gedrub Ling; Alashan; Alaksha,dge sgrub gling,广宗寺,,,,
531,Tashilung,bkra shis lung,བཀྲ་ཤིས་ལུང་།,,,bkra shis lung,,,,,
532,Tsenpo Gon,btsan po dgon,བཙན་པོ་དགོན།,,Serkhok,gser khog dgon; dga' ldan dam chos gling,赞布寺; 赛柯合寺; 郭莽寺; 广惠寺,,,,
533,Martsang Drak Gon,dmar gtsang brag dgon,དམར་གཙང་བྲག་དགོན།,白马寺,Martsangdrag Gonpa; White Horse Temple; baima si,,白马寺,,,,
534,Serkyi Gyelgo,gser kyi rgyal sgo,གསེར་ཀྱི་རྒྱལ་སྒོ།,,,,,,,,
535,Pasho Gon,dpa' shod dgon pa,དཔའ་ཤོད་དགོན་པ།,八宿寺,Basu si,,八宿寺; 同卡寺; 循努巴雪桑珠林,,,,
536,Kundeling,kun bde gling ,ཀུན་བདེ་གླིང་།,功德林寺,Kunde Ling; gongdelin si,,功德林寺,,,,
537,Lampar Monastery,lam 'phar dgon,ལམ་འཕར་དགོན།,,,,,,,,
538,Nyel Drewule Gon,gnyal dre'u lhas dgon,གཉལ་དྲེའུ་ལྷས་དགོན།,查乌寺,Drinlay Gon; chawu si; zhaguo si; nie chawu si,brug dre'u lhas gser gyi chos 'khor,查乌寺; 扎果寺; 涅·查乌寺,,,,
539,Tatsak Lhundrub Dechen,rta tshag lhun grub bde chen,རྟ་ཚག་ལྷུན་གྲུབ་བདེ་ཆེན།,,Tashak Lhundrub Dechen; Baso Lhundrub Dechen Gon; Tobgyel Baso Lhundrub Dechen Gon,ba so lhun grub bde chen dgon; thob rgyal ba so lhun grub bde chen dgon,,,,,
540,Ganden Shedrub Ling,dga' ldan bshad sgrub gling,དགའ་ལྡན་བཤད་སྒྲུབ་གླིང་།,,Shedrub Ling; Kato Gon,ka mtho dgon,,,,,
543,Drepung Zurkhang,bras spungs zur khang,འབྲས་སྤུངས་ཟུར་ཁང་།,,,,,,,,
544,Gingtang Gon ,ging thang dgon,གིང་ཐང་དགོན།,,Gingtang Gon Ganden Shedrub Peljor Ling; gentang si; gentang si gandan xiezhu banjuelin,gying thang dgon,"跟塘寺,根塘寺甘丹协珠班觉林",,,,
546,Zhe Dratsang,bzhad grwa tshang ,བཞད་གྲྭ་ཚང་།,,Dratsang Monastery; chazang si,,查藏旗磨热嘎曲丁寺; 查藏寺,,,,
547,Khanon Gon,kha non dgon,ཁ་ནོན་དགོན།,,Tubten Nyinje Gatsel Ling; kalong si,thub bstan nyin byed dga' tshal gling; dkar mdzes kha non dgon,卡龙寺,,,,
551,Gyere,gye re,གྱེ་རེ།,,,,,,,,
553,Mawochok,smra bo lcogs,སྨྲ་བོ་ལྕོགས།,莫吾觉寺 ,Mawachok; mowujue si,smra ba cog; smra bo lcog; smra bo lcogs,,,,,
554,Guru Lhakhang,gu ru lha khang,གུ་རུ་ལྷ་ཁང་།,,,,,,,,
556,Dregon Sar,bres dgon gsar,བྲེས་དགོན་གསར།,,,,,,,,
557,Rikhud Monastery,ri khud dgon,རི་ཁུད་དགོན།,,Rikhu; riku si,dpal ldan bsam 'grub chos dar gling,日库寺,,,,
559,Dekyi Ling,bde skyid gling,བདེ་སྐྱིད་གླིང་།,,Dekyiling,,,,,,
560,Porong Pelmo Choding Monastery ,spo rong dpal mo chos sdings ,སྤོ་རོང་དཔལ་མོ་ཆོས་སྡིངས་།,,Pema Choling,pad ma chos gling; spo rong bde chen dpal mo chos sdings; bde chen dpal mo chos lding,白玛曲林寺,,,,
561,Shelkar Chode,shel dkar chos sde,ཤེལ་དཀར་ཆོས་སྡེ།,,Shelkhar Chode; xiege-er qude si,shel dkar chos sde dga' ldan legs bshad gling,协格尔曲德寺,,,,
563,Chakzam Chuwori,lcags zam chu bo ri,ལྕགས་ཟམ་ཆུ་བོ་རི།,,Tshechu Drubde; cijiu zhude si; cijiu zhudan si,tshe chu sgrub sde; lcags zam bla brang; gu ru'i sgrub phug nam mkha' lding; lcags zam chu bo ri tshe chu sgrub sde,次久珠德寺; 次久珠丹寺,,,,
564,Samding Monastery,bsam sdings dgon pa,བསམ་སྡིངས་དགོན་པ།,桑丁寺,Yardrok Samding; Pel Khandro Duwei Tine Samdrub Chokyi De,dpal mkha' 'gro 'du ba'i bsti gnas bsam grub chos kyi sde,,,,,
565,Yama Tashikhyil,g.ya' ma bkra shis 'khyil,གཡའ་མ་བཀྲ་ཤིས་འཁྱིལ།,,Yama Trashikyil; Yarma Tashikyil; yama zhaxiqi si,reb kong bkra shis 'khyil,雅玛扎西其寺,,,,
566,Yonghegong,dga' ldan byin chags gling ,དགའ་ལྡན་བྱིན་ཆགས་གླིང་།,雍和宫,Yonghe Gong Ganden Jinchak Ling; Lama Temple; yonghe gong; yung ha kun,g.yung hwa dgon,雍和宫,,,,
567,Dartang Monastery,dar thang dgon,དར་ཐང་དགོན།,白玉寺,,,,,,,
569,Dongtre Samten Ling,gdong sprad bsam gtan gling,གདོང་སྤྲད་བསམ་གཏན་གླིང་།,,,,,,,,
571,Alo Peljor Gang,a lo dpal 'byor sgang,ཨ་ལོ་དཔལ་འབྱོར་སྒང་།,,Peljor Gon; Derge Peljor Gon,sde dge dpal 'byor dgon; dpal 'byor dgon,,,,,
572,Sera Choding,se ra chos sdings,སེ་ར་ཆོས་སྡིངས།,,Choding Khang; Sera Choding Ritro,,,,,,
573,Segyu Dratsang,srad rgyud grwa tshang ,སྲད་རྒྱུད་གྲྭ་ཚང་།,,Segyued Monastery; Segyu Gaden Phodrang Monastery,,,,,,
574,Lhunpo Tse,lhun po rtse,ལྷུན་པོ་རྩེ།,,Shabto Lhunpotse Chode,shab stod lhun po rtse'i chos sde,,,,,
575,Jangchen,byang chen,བྱང་ཆེན།,,,,,,,,
576,Lhadong Gon,lha gdong dgon,ལྷ་གདོང་དགོན།,,Padruk Lhagong Monastery,pha drug lha gdong dgon,,,,,
585,Senmo,bsen mo,བསེན་མོ།,,,,,,,,
586,Tolung Yangwen Pelgon,gto lung yang dben dpal dgon,གཏོ་ལུང་ཡང་དབེན་དཔལ་དགོན།,,,,,,,,
587,Drakkar Gepel Ling,brag dkar dge 'phel gling,བྲག་དཀར་དགེ་འཕེལ་གླིང་།,,,,,,,,
590,Chakar Monastery,chad dkar dgon,འཆད་དཀར་དགོན།,,Chakha,chad kha dgon; 'jog mda' 'chad kha dgon; 'phan yul 'chad kha dgon,,,,,
591,Samling Monastery,bsam gling,བསམ་གླིང་།,,,,,,,,
595,Yanggon,yang dgon,ཡང་དགོན།,,,,,,,,
596,Pel Zangden,dpal bzang ldan,དཔལ་བཟང་ལྡན།,,,,,,,,
597,Chukha Monastery,chud kha dgon,ཆུད་ཁ་དགོན།,,,,,,,,
599,Yangpachen,yangs pa can,ཡངས་པ་ཅན།,羊八井寺,yangbajing si,byang yangs pa can dgon pa,羊八井寺,,,,
603,Sakya Monastery,sa skya dgon pa,ས་སྐྱ་དགོན་པ།,萨迦寺,Sakya Gonchen; sajia si,sa skya dgon chen,,,,,
612,Bodong E,bo dong e,བོ་དོང་ཨེ།,,,,,,,,
615,Gongkar Chode,gong dkar chos sde,གོང་དཀར་ཆོས་སྡེ།,,Gongkar; Gongkar Dorjeden; Dorje Den; Gangkar Dorjeden; gongga qude si,gong dkar rdo rje gdan; gangs dkar rdo rje gdan,贡嘎曲德寺,,,,
616,Yarlung Namgyel,yar klungs rnam rgyal,ཡར་ཀླུངས་རྣམ་རྒྱལ།,,,,,,,,
617,Yarlung Samten Ling,yar lung bsam gtan gling,ཡར་ལུང་བསམ་གཏན་གླིང་།,,,,,,,,
618,Sekharchung,se mkhar chung ,སེ་མཁར་ཆུང་།,,,,,,,,
621,Golok Getse,mgo log dge rtse,མགོ་ལོག་དགེ་རྩེ།,,geshize si; zemgmuda si,,格什则寺; 增木达寺,,,,
650,Khyungpo Tengchen,khyung po steng chen,ཁྱུང་པོ་སྟེང་ཆེན།,,Tengchen; dingqing si,g.yung drung bstan rgyas gling; khyung dkar g.yung drung bstan rgyas gling; steng chen dgon g.yung drung bstan rgyas gling,丁青寺; 邛波丁青寺,,,,
657,Ripuk Hermitage,ri phug ri khrod,རི་ཕུག་རི་ཁྲོད།,日布寺,Ribuk Ritro; ribu si,ri sbug ri khrod; ri phug chos kyi dga' tshal; zhwa lu ri sbug,日布寺; 日浦寺,,,,
672,Trandruk,khra 'brug,ཁྲ་འབྲུག།,,Tradruk; Tradrug; Trandrug; Trangdruk; Trhandruk; Trangdruk; Traduk; changzhu si,g.yo ru khra 'brug bkra shis byams snyoms lha khang,昌珠寺,,,,
673,Khangsar,khang gsar,ཁང་གསར།,,Khangsar Monastery; Kang sa si       ,khang gsar dgon; khang gsar nyin pa dgon; bshad sgrub nor bu'i gling,康萨寺,,,,
679,Gyu Monastery,rgyus,རྒྱུས།,,Er ju si; Er cha si,,二居寺二查寺 (可能性大）,,,,
682,Tsedong Monastery,rtse gdong dgon ,རྩེ་གདོང་དགོན་།,孜东寺,Tsedong Gon; zidong si,srid gsum rnam rgyal gsang chen smra ba'i gling,孜东寺,,,,
687,Pulung Rinchen Ling,phu lung rin chen gling ,ཕུ་ལུང་རིན་ཆེན་གླིང་།,,pulong si,pho lung dgon; spo bo pho lung dgon; phu lung dgon 'og min byang chub gling; phu lung chos lding; rin chen spungs gdan sa 'og min byang chub gling,普龙寺,,,,
688,Namdroling,rnam grol gling /,རྣམ་གྲོལ་གླིང་༎,,,,,,,,
696,Tsimda Monastery,rtsis mda' dgon pa,རྩིས་མདའ་དགོན་པ།,,,,,,,,
697,Nyenlung,snyan lung dgon,སྙན་ལུང་དགོན།,,nianlong si,,年龙寺,,,,
699,Zhuchen Monastery,zhu chen dgon pa,ཞུ་ཆེན་དགོན་པ།,,,,,,,,
700,Simda Dzogchen Monastery,srib mda' rdzogs chen dgon,སྲིབ་མདའ་རྫོགས་ཆེན་དགོན།,卓金寺,Sibda Dzogchen,,,,,,
701,Phyang,sgang sngon bkra shis chos rdzong ,སྒང་སྔོན་བཀྲ་ཤིས་ཆོས་རྫོང་།,,Gangngon,,,,,,
702,Zurmang Namgyeltse,zur mang rnam rgyal rtse,ཟུར་མང་རྣམ་རྒྱལ་རྩེ།,,,,,,,,
703,Kham Kyogon,khams skyo dgon,ཁམས་སྐྱོ་དགོན།,,Kham Gyok; kangjue si,,康觉寺,,,,
704,Tashi Gang,bkra shis sgang,བཀྲ་ཤིས་སྒང་།,,,,,,,,
705,Sharkyo Ganden Monastery,shar skyo dga' ldan dgon,ཤར་སྐྱོ་དགའ་ལྡན་དགོན།,,,,,,,,
707,Lho Ganden Monastery ,,,,,,,,,,
711,Dingri Langkhor,ding ri glang 'khor,དིང་རི་གླང་འཁོར།,,,,,,,,
713,Nyedo Monastery,snye mdo dgon,སྙེ་མདོ་དགོན།,,Nyemdo; ningduo si,snying sde dgon; snying rdo dgon,宁多寺,,,,
716,Drakkar Treldzong Monastery,brag dkar sprel rdzong dgon,བྲག་དཀར་སྤྲེལ་རྫོང་དགོན།,,Tosam Yonten Dargyeling,brag dkar sprel rdzong thos bsam yon tan dar rgyas gling,扎嘎者宗托桑云丹达吉林; 赛宗寺,,,,
717,Pabongkha Labrang,pha bong kha bla brang,ཕ་བོང་ཁ་བླ་བྲང་།,,,,,,,,
718,Amchok Tsenyi,a mchog mtshan nyid dgon,ཨ་མཆོག་མཚན་ཉིད་དགོན།,,chali si,dpal ldan smra ba'i seng+ge gling,查里寺; 查理寺,,,,
719,Tabo,ta po dgon,ཏ་པོ་དགོན།,,,ta pho dgon; spi ti ta dgon; spi ti ta dgon theg chen chos gling; spyi ti ta po'i dpal bkra shis bde gnas gtsug lag khang,,,,,
720,Khampa Gar,khams pa sgar,ཁམས་པ་སྒར།,,Khampagar; Kangba si,sga nyag khams pa sgar; thub bstan phun tshogs gling; 'brug dgon khams pa sgar,康巴寺,,,,
721,Yeta Lungkar,ye tha lung dkar dgon,ཡེ་ཐ་ལུང་དཀར་དགོན།,,longka si; longga si,ye tha lung dkar dgon gshen bstan rin chen gling,龙卡寺; 龙嘎寺,,,,
722,Meru Nyingpa,rme ru rnying pa,རྨེ་རུ་རྙིང་པ།,旧木如寺,Old Meru;  jiu muru si,,,,,,
723,Tengyeling,bstan rgyas gling,བསྟན་རྒྱས་གླིང་།,,,,,,,,
724,Tsemonling,tshe smon gling,ཚེ་སྨོན་གླིང་།,,Tsomonling; Tsemoling; cemenlin si,mtsho smon gling,策门林寺,,,,
728,Surkhang Manor House,zur khang gzims shag,ཟུར་ཁང་གཟིམས་ཤག།,,,,,,,,
729,Horkhang Manor House,hor khang gzims shag,ཧོར་ཁང་གཟིམས་ཤག།,,,,,,,,
804,Ganden Jangchub Chopel Ling,dga ldan byang chub chos 'phel gling,དག་ལྡན་བྱང་ཆུབ་ཆོས་འཕེལ་གླིང་།,,Lungzang Ritro; Lungzang Hermitage; Tewo Ganden Jangchub Chopel Ling,lung bzang ri khrod,,,,,
805,Arik Gonchen,a rig dgon chen,ཨ་རིག་དགོན་ཆེན།,阿柔大寺,arou dasi; alike dasi,a rig dgon dga' ldan chos 'phel gling,阿力克大寺; 阿柔大寺,,,,
806,Shadzong Ritro,shwa rdzong ri khrod,ཤྭ་རྫོང་རི་ཁྲོད།,,xiazong si,shwa rdzong sgrub sde,夏宗寺,,,,
807,Trangu,khra 'gu dgon ,ཁྲ་འགུ་དགོན་།,,Thrangu; Gato Tragu Gon Tashi Choling; changu si; chuanggu si,sga stod khra 'gu dgon bkra shis chos gling,创古寺; 禅古寺,,,,
808,Rigyel,ri rgyal dgon,རི་རྒྱལ་དགོན།,,Rigyal Gon; rijia si; tading rijia,rtse re rgyal dgon; khri brtan nor bu rtse; gshen gyi gdan sa rtse re rgyal dgon; khri brtan nor bu rtse; dar sdings ri rgyal dgon,日嘉寺; 日加寺; 塔定日嘉,,,,
809,Chatreng Sampel Ling,cha phreng bsam 'phel gling ,ཆ་ཕྲེང་བསམ་འཕེལ་གླིང་།,,sangpi si,phyag 'phreng bsam 'phel gling,桑皮寺,,,,
810,Batang Chode,ba' thang chos sde,འབའ་ཐང་ཆོས་སྡེ།,,kangning si; dingning si,ba' thang chos sde dga' ldan phan bde gling; khams ling si,康宁寺; 丁宁寺,,,,
811,Khoting Lhakhang,kho thing lha khang,ཁོ་ཐིང་ལྷ་ཁང་།,,kuoting lakang,mkho mthing rnam snang lha khang; mkho mthing lha khang,阔庭拉康,,,,
812,Semnyi,sems nyid dgon,སེམས་ཉིད་དགོན།,,xianmi si; xianming si,dga' ldan dar rgyas gling; sems nyid dgon dga' ldan dar rgyas gling,仙米寺; 显明寺,,,,
813,Shopamdo,sho pa mdo dgon,ཤོ་པ་མདོ་དགོན།,,,shwa pa mdo dgon,,,,,
814,Pelbar,dpal 'bar dgon,དཔལ་འབར་དགོན།,边坝寺,Pelwar; Pelber; Pembar; Bianba si; Ranmatang si;,,边坝寺; 然玛塘寺,,,,
815,Jampa Bumling,byams pa bum gling,བྱམས་པ་བུམ་གླིང་།,,Tang Shu Cave,thang hru'u brag phug,唐述窟,,,,
816,Muktinath,chu mig rgya mtsho,ཆུ་མིག་རྒྱ་མཚོ།,,Chumig Gyatsa; Mukti Kshetra,,,,,,
818,Khacho Monastery,mkha' spyod dgon,མཁའ་སྤྱོད་དགོན།,,,,,,,,
819,Zhigon Hermitage,zhi dgon ,ཞི་དགོན་།,,,,,,,,
821,Lamayuru,bla ma g.yung drung dgon pa,བླ་མ་གཡུང་དྲུང་དགོན་པ།,,Yuru,,,,,,
822,Terdrom,gter sgrom dgon,གཏེར་སྒྲོམ་དགོན།,德仲寺,,bri gung gter sgrom dgon; gter sgro dgon; gzho stod ti sgro,德仲寺,,,,
823,Gadong,dga' gdong dgon,དགའ་གདོང་དགོན།,,gadong si,dga' ba gdong dgon,嘎东寺,,,,
824,Changra,lcang ra,ལྕང་ར།,,Jangra Gon; jiangre si,myang stod lcang ra dpal 'bar gyi dgon,江热寺,,,,
825,Mugulung,mu gu lung,མུ་གུ་ལུང་།,,,mang mkha mu gu lung,,,,,
826,Nyingon,nyin dgon,ཉིན་དགོན་དགོན།,,,,,,,,
827,Chushur Tarpa Ling,chu shur thar pa gling,ཆུ་ཤུར་ཐར་པ་གླིང་།,,Tarpaling; Tarpa Ling,,塔巴林寺,,,,
828,Layak Guru Lhakhang,la yag gu ru lha khang,ལ་ཡག་གུ་རུ་ལྷ་ཁང་།,,Layak Guru Lhakhang; laya guru lakang,bsam grub bde ba chen po,拉雅古如拉康,,,,
829,Dzingchi,rdzing phyi chos sde,རྫིང་ཕྱི་ཆོས་སྡེ།,真起寺,Olkha Dzingchi; Dzingchi Chode; zhenqi si,ol dga' rdzing phyi,真起寺,,,,
831,Taklung Ganden Damcho Ling,stag lung dga' ldan dam chos gling,སྟག་ལུང་དགའ་ལྡན་དམ་ཆོས་གླིང་།,达隆寺,,zung zhan stag lung dgon,,,,,
834,Kharta Tarpa Ling,mkhar rta thar pa gling,མཁར་རྟ་ཐར་པ་གླིང་།,,Tharpaling,,,,,,
835,Gonsar,dgon gsar,དགོན་གསར།,,,,,,,,
837,Gyelje,rgyal byed dgon,རྒྱལ་བྱེད་དགོན།,,Gyeje; Gyeze; jieji si,snye mo rgyal byed tshal dgon; rgyal byed tshal dgon,杰吉寺,,,,
838,Drongtse,brong rtse,འབྲོང་རྩེ།,,brong dkar rtse dgon pa; 'brong rtse chos sde; nyang gzhung 'brong rtse chos sde thar pa gling; zhongzi si,,重孜寺,,,,
839,Rong Jamchen,rong byams chen dgon,རོང་བྱམས་ཆེན་དགོན།,,Rong Chamchen Gon; qiangqin si,byams chen chos sde; dga' ldan byams pa gling; rong byams gling,强钦寺,,,,
840,Wolkha Cholung,ol kha chos lung ,འོལ་ཁ་ཆོས་ལུང་།,沃卡曲龙寺,Olka Cholung; woka qulong si; qulong si,ol dga' chos lung,沃卡曲龙寺; 曲龙寺,,,,
841,Drakri Hermitage,brag ri ri khrod,བྲག་རི་རི་ཁྲོད།,,Bari,se ra byes kyi brag ri ri khrod; zhari; zhari shanju xiuxingchu,扎日; 扎日山居修行处,,,,
842,Gepel Hermitage,dge 'phel ri khrod,དགེ་འཕེལ་རི་ཁྲོད།,,Gepel Ritro; Gempe Ritro,,,,,,
843,Kyitopa Manor House,skyid stod pa gzims shag,སྐྱིད་སྟོད་པ་གཟིམས་ཤག།,,,,,,,,
844,Pangdatsang Manor House,spom mda' gzims shag,སྤོམ་མདའ་གཟིམས་ཤག།,,Pomdatsang,,,,,,
845,Sampho Manor house,bsam grub pho brang gzims shag,བསམ་གྲུབ་ཕོ་བྲང་གཟིམས་ཤག།,,Samdrub Podrang; Sampo; bsam pho,,,,,,
846,Punkhang Manor House,phun khang gzims shag,ཕུན་ཁང་གཟིམས་ཤག།,,,,,,,,
847,Changlochen Manor House,lcang lo can gzims shag,ལྕང་ལོ་ཅན་གཟིམས་ཤག།,,,,,,,,
848,Palha Manor House,pha lha gzims shag,ཕ་ལྷ་གཟིམས་ཤག།,,Pajo Lhakhang; Phala,pha jo lha khang,,,,,
849,Namseling Manor House,rnam sras gling gzims shag,རྣམ་སྲས་གླིང་གཟིམས་ཤག།,,Namling,,,,,,
850,Shakabpa Manor House,zhwa sgab pa gzims shag,ཞྭ་སྒབ་པ་གཟིམས་ཤག།,,,,,,,,
851,Tethong Manor House,bkras mthong gzims shag,བཀྲས་མཐོང་གཟིམས་ཤག།,,,,,,,,
852,Doring Manor House,rdo ring gzims shag,རྡོ་རིང་གཟིམས་ཤག།,,Gazhi Manor House,,,,,,
853,Tsarong Manor House,tsha rong gzims shag,ཚ་རོང་གཟིམས་ཤག།,,,,,,,,
855,Yuthok Manor House,g.yu thog gzims shag,གཡུ་ཐོག་གཟིམས་ཤག།,,,,,,,,
857,Lhalu Podrang,lha klu'i pho brang,ལྷ་ཀླུའི་ཕོ་བྲང་།,,,,,,,,
858,Dechen Rabten Manor House,bde chen rab brtan,བདེ་ཆེན་རབ་བརྟན།,,,,,,,,
860,Keutsang West Hermitage,ke'u tshang nub ri khrod,ཀེའུ་ཚང་ནུབ་རི་ཁྲོད།,,Keutsang Nub Ritro; geiwucang xisi,se ra byes kyi ke'u tshang nub ri khrod,给乌仓西寺,,,,
