community_id,tbrc_id,community_name,wylie_name,wylie_name_script,chinese_name,description,wikidata_id
1046,G3625,Rongme Karmo Taktsang,rong me dkar mo stag tshang,རོང་མེ་དཀར་མོ་སྟག་ཚང་།,,"<p>
	Rongme Karmo Taktsang is a treasure site of <a href=""/biographies/view/Chokgyur-Lingpa/TBRC_p564"">Chokgyur Lingpa</a> and <a href=""/biographies/view/Jamyang-Khyentse-Wangpo/TBRC_p258"">Jamyang Khyentse Wangpo</a> to the northeast of <a href=""/geographies/view/Dzongsar-Monastery/TBRC_g213"">Dzongsar Monastery</a>. <a href=""/biographies/view/Ju-Mipam-Gyatso/'ju mi pham rgya mtsho"">Ju Mipam Gyatso</a> spent thirteen years there in retreat. Monks from the <a href=""/geographies/view/Khamshe-College/TBRC_g4874"">Khamshe College</a> currently use the hermitage for five-year retreats. The site is associated with Padmasambhava.</p>",
1049,,Atsagat Datsan,dga' ldan dar rgyas gling,དགའ་ལྡན་དར་རྒྱས་གླིང།,,"<p>
	Atsagat Datsan, a Geluk monastery located in the Buryat Repubic of Russia, was founded in 1824 or 1825. At one time, Atsagat had a medical college, library and printery, and a gathering hall. It was visited by Tsar Nicholas II in 1891. Atsagat was destroyed in 1936 and replaced by an orphanage. In 1991, Atsagat was visited by the Fourteenth Dalai Lama, who consecrated the site. It was reopened in 1992. A museum celebrating the life of <a href=""/biographies/view/Agvan-Dorjiev/TBRC_P1KG4195"">Agvan Dorjiev</a>, the Buryat monk-diplomat and close confidant of the <a href=""/biographies/view/Thirteenth-Dalai-Lama/TBRC_P197"">Thirteenth Dalai Lama</a>, was opened in 1999. Avgan Dorjiev received his early education at Atsagat, which was near his childhood home.&nbsp;</p>",
1050,,Benchok Ritro,ban cog ri khrod,བན་ཅོག་རི་ཁྲོད།,,"<p>
	Benchok Ritro was a hermitage located in Dakpo in existence since around the turn of the twentieth century. The father of <a href=""/biographies/view/Botrul-Dongak-Tenpai-Nyima/TBRC_P743"">Botrul Dongak Tenpai Nyima</a>&nbsp;who was a tantric pracitioner was active at this site.&nbsp;</p>",
1051,G2077,Nyima Changra,nyi ma lcang ra'i bshad grwa,ཉི་མ་ལྕང་རའི་བཤད་གྲྭ།,,"<p>
	Nyima Changra Shedra, a Drigung Kagyu monastic college located near <a href=""/geographies/view/Drigung-Til/TBRC_G340"">Drigung Til</a> in central Tibet, was founded in 1918 by Jamyang Wangyal. The institution was destroyed during the Cultural Revolution&nbsp;and is presently mostly in ruins.&nbsp;</p>",
1052,G358,Kalapa,ka la pa ri khrod,ཀ་ལ་པ་རི་ཁྲོད།,,"<p>
	Kalapa Hermitage was established in the fourteenth century by the Jonang monk <a href=""/biographies/view/Puntsok-Pelzang/TBRC_P2413"">Puntsok Pelzang</a> in the Penyul region north of Lhasa.</p>",
1053,G360,Namkha Dzod,nam mkha' mdzod,ནམ་མཁའ་མཛོད།,,"<p>
	Namkha Dzod was a hermitage associated with <a href=""/biographies/view/Gharungpa-Lhai-Gyeltsen/TBRC_p2414"">Gharungpa Lhai Gyeltsen</a>.</p>",
1054,G1KR1944,Chepa Darge Gon,chas pa dar dge dgon phun tshogs dar rgyas gling,ཆས་པ་དར་དགེ་དགོན་ཕུན་ཚོགས་དར་རྒྱས་གླིང་།,却巴达格寺,"<p>
	Chepa Darge Gon, a Geluk monastery located in Amdo, was the site of a revolt against the Qing Dynasty in the nineteenth century. The <a href=""/biographies/view/Sixteenth-Chone-King,-Rinchen-Tendzin-Trinle-Dorje/TBRC_P3944"">Sixteenth Chone King, Rinchen Tendzin Trinle Dorje</a>, who was loyal to the Qing, supressed the revolt.&nbsp;</p>",
1055,,Datsan Gunzechoinei,,,,"<p>
	Datsan Gunzechoinei, a Geluk Buddhist temple located in St. Petersburg, Russia, was completed in 1915 (construction began in 1909). <a href=""/biographies/view/Agvan-Dorjiev/TBRC_P1KG4195"">Agvan Dorjiev</a>, the Russian-born Buryat diplomat and close confidant of the <a href=""/biographies/view/Thirteenth-Dalai-Lama/TBRC_P197"">Thirteenth Dalai Lama</a> spearheaded the construction of the Buddhist monastery and is considered its founder. Although the Russian Orthodox Church opposed construction, the Tsar approved the plan. The construction was sponsored by the Thirteenth Dalai Lama and the <a href=""/biographies/view/Eighth-Khalka-Jetsundampa/TBRC_P4945"">Eighth Khalkha Jetsundampa</a>, as well as by donations from Buryat and Kalmyk laity. Although the temple was badly damaged and liquidated of its religious objects during the purges, it was re-established as an active Buddhist community in the late 1980&#39;s. His Holiness the Fourteenth Dalai Lama visited Gunzechoinei in 1987.&nbsp;</p>",
1056,G1673,Lek Gon,legs dgon,ལེགས་དགོན།,勒干寺,"<p>
	Lek Gon, a Nyingma Monastery located in Derge, Kham, was founded in 1724 by&nbsp;<a href=""/biographies/view/Dzogchen-Ponlop-Namkha-Osel/TBRC_P8137"">Dzogchen Ponlop Namkha Osel</a>.&nbsp;The <a href=""/biographies/view/First-Adzom-Drukpa,-Drodul-Pawo-Dorje/TBRC_P6002"">First Adzom Drukpa, Drodul Pawo Dorje</a> spent a winter here while on his way to Lingstang.&nbsp;</p>",
1065,G2CN568,Nālandā,nA len+dra,ནཱ་ལེནྡྲ།,那烂陀寺,"<p>
	Nālandā, an important monastic university located in what is present day Bihar, India, was founded in the fifth century during the reign of King Śakrāditya of Magadha. It continued to receive significant royal support from the Gupta and the Pāla kings. Nālandā&nbsp;is considered to have been the most important center of Buddhist learning during its height, having been home to the most renowned Mahāyāna scholars. It reportedly housed up to 10,000 students and 2000 teachers. The monastery was connected to the nascent Buddhist reform movement of Tibet, with many Tibetans travelling to the Indian monastery for extended study and many Indian Nālandā masters travelling to Tibet to teach.&nbsp;Nālandā was sacked in 1192 by forces under the command of Bakhtiyar Khilji, a Muslim invader. The great library at Nālandā was set on fire; its holdings were so extensive that the library is said to have burned for months. The last abbot of Nālandā, <a href=""/biographies/view/Śākyaśrībhadra/TBRC_P1518"">Śākyaśrībhadra</a>, went to Tibet in 1204 and stayed until 1214. Since the early twentieth century, archeological excavations have been undertaken at the site revealing the expanse of the institution as well as artifacts such as statues, coins, seals and murals.</p>",
1066,G4166,Tharpaling,'brug yul thar pa gling,འབྲུག་ཡུལ་ཐར་པ་གླིང།,,"<p>
	Tharpaling is a Nyingma monastery in the Chume Valley of Bhutan that was initially founded as a Drukpa Kagyu monastery in the thirteenth century by <a href=""/biographies/view/Lorepa/TBRC_P4252"">Lorepa</a>. In 1352 <a href=""/biographies/view/-Longchenpa/TBRC_P1583"">Longchenpa</a> converted it to Nyingma. A vibrant center for Nyingma practice, the monastery established a monastic college in 1985.</p>",
1068,G1AG82,Chubar Hermitage,chu bar,ཆུ་བར།,,"<p>
	Chubar was a hermitage associated with <a href=""/geographies/view/Chamdo-Monastery/TBRC_g180"">Chamdo Monastery</a>&nbsp;in Kham. It was founded by the <a href=""/biographies/view/Fourth-Kondor-Tulku/TBRC_p2ag12"">Fourth Kondor Tulku</a> in the late nineteenth century.</p>",
1069,G2863,Ngodu Monastery,ngo 'du dgon,ངོ་འདུ་དགོན།,,"<p>
	Ngodu Monastery is a branch of <a href=""/geographies/view/Chamdo-Monastery/TBRC_g180"">Chamdo Monastery</a> in Lhoring Kham. It was said to have been founded in the fifteenth century by <a href=""http://treasuryoflives.org/biographies/view/Gyara-Sanggye-Yeshe/P2GS1295"">Gyara Sanggye Yeshe</a>, a disciple of <a class=""mceItemAnchor"" href=""http://treasuryoflives.org/biographies/view/Tsongkhapa-Lobzang-Drakpa/8986"">Tsongkhapa Lobzang Drakpa.</a></p>",
1070,G3988,Sera Tekchen Chokhorling,se ra theg chen chos 'khor gling,སེ་ར་ཐེག་ཆེན་ཆོས་འཁོར་གླིང།,,"<p>
	Sera Tekchen Chokhorling, located in Serta, was founded in 1736. In 1868, under the leadership of Sotrul Natsok Rangdrol Rinpoche (1869&ndash;1935),&nbsp;it was moved to the Sera Valley, where it still exists today. At that time, Sera was reorganized as a non-sectarian institution, having previously been a Nyingma institution in the Pelyul tradition. <a href=""/biographies/view/Sera-Khandro-Kunzang-Dekyong-Wangmo/TBRC_P742"">Sera Khandro Kunzang Dekyong Wangmo</a>, who is named for the monastery, was invited by Sotrul Natsok Rangdrol&nbsp;to reside at Sera in 1924.</p>",
1071,G1KR2634,Bennak,pan nag,པན་ནག།,班那合寺,"<p>
	Bennak, a Nyingma monastery of the Pelyul tradition, is located in Pema County, Golok. Bennak was founded in&nbsp;1824 by Pema Drondul Dorj&eacute;. <a href=""/biographies/view/Sera-Khandro/TBRC_P742"">Sera Khandro</a>&nbsp;travelled to Bennak after receiving requests to become consort to&nbsp;<a href=""/biographies/view/Garra-Terton-Dudul-Wangjuk-Lingpa&nbsp;&nbsp;/TBRC_P6347"">Gara Terton Dudul Wangchuk Lingpa</a>, a prominent treasure revealer who was based at Bennak.&nbsp;</p>",
1072,G56,Seula Chokhor Dorjeden,se'u la chos 'khor rdo rje ldan,སེའུ་ལ་ཆོས་འཁོར་རྡོ་རྗེ་ལྡན།,,"<p>
	Seula Chokhor Dorjeden, a Drukpa Kagyu monastery located north of Punakha in Bhutan, was founded in 1715 by <a href=""/biographies/view/Jamgon-Ngawang-Gyeltsen/TBRC_P529"">Jamgon Ngawang Gyeltsen</a>, who became known as the First Seula Jamgon Tulku. This important incarnation line has its seat at Chokhor Dorje Den.&nbsp;</p>",
1073,G2MS14672,Māratika,mA ra ti ka,མཱ་ར་ཏི་ཀ།,,"<p>
	Māratika, a pilgrimage site comprised of a cave and a Nyingma monastery, is located in eastern Nepal. It is unclear when it became the site of pilgrims, although it is first mentioned in Buddhist literature in the twelfth century. It is revered as the site where <a href=""/biographies/view/Padmasambhava/TBRC_P4956"">Padmasambhava</a> and <a href=""/biographies/view/Mandāravā/TBRC_P00AG0428"">Mandāravā</a> experienced visions of Amitāyus. They engaged in long-life rituals, staying at the caves for three months. Currently, there is an active Nyingma monastery,&nbsp;Māratika Chime Takten Choling, at the site. It is the seat of the Māratika Lama. The cave is also revered by Hindus.</p>",Q6755052
1075,G1TD16,Gyari Castle,rgya ri mkhar,རྒྱ་རི་མཁར།,,"<p>
	The original castle of the <a href=""/communities/view/Lhagyari/TBRC_C12"">Lhagyari</a> family built in the thirteenth century in Eyul in the northeast of Samye in present day Chusum county. It was Nangso <a href=""/biographies/view/Damepa/TBRC_P8LS4335"">Damepa</a>, one of the early ancestors &nbsp;of the family, who built the castle which from the family took its name. The ruins of the castle are still standing.</p>",
1077,G1TD15,Rigo Tashi Chodzong Castle,ri sgo bkra shis chos rdzong,རི་སྒོ་བཀྲ་ཤིས་ཆོས་རྫོང།,,"<p>
	Belonging to the prominent <a href=""/communities/view/Lhagyari/TBRC_C12"">Lhagyari</a> family, this castle was built by <a href=""/biographies/view/Drale-Namgyel/TBRC_P8LS4337"">Drale Namgyel</a>, the fourth throne-holder of Lhagyari, in the fifteenth century in Lhokha.&nbsp;</p>",
1081,G587,Tso Pema,mtsho pad ma,མཚོ་པད་མ།,,"<p>
	Tso Pema, also known as Rewalsar, is a sacred lake located in the Mandi district of Himachal Pradesh, India. The site is revered by Sikhs, Hindus and Buddhists alike, the latter of whom regard the lake as the place from which <a href=""/biographies/view/Padmasambhava/TBRC_P4956"">Padmasambhava</a> embarked on his journey to Tibet. Buddhist tradition holds that Padmasambhava was burned at Rewalsar as punishment by the king, who was angered that Padmasambhava took his daughter, <a href=""/biographies/view/Mandarava/TBRC_P00AG0428"">Mandarava</a>, as a consort. When the pyre was extinguished, a lake appeared in its place with Padmasambhava seated in the middle on a lotus blossom. At present there are Nyingma and Drukpa Kagyu monasteries at the site.&nbsp;</p>",Q7346840
1082,G2GS1065,Yarlha Shampo,yar lha sham po,ཡར་ལྷ་ཤམ་པོ།,,"<p>
	Yarlha Shampo is a mountain located in the Yarlung valley. It is considered to be the place from which the first king of Tibet, <a href=""/biographies/view/Nyatri-Tsenpo/TBRC_P6407"">Nyatri Tsenpo</a>, descended from sky to earth. It is likewise a mountain deity who is protector of the Yarlung kings.</p>",
1083,G3614,Khawa Karpo,kha ba dkar po,ཁ་བ་དཀར་པོ།,卡瓦格博,"<p>
	Khawa Karpo is a mountain range located between Dechen, Dzogang, and Dzayul counties in modern-day Yunnan province. Revered as the mountain deity Men Tsunmo, Khawa Karpo is one of the most sacred peaks in Tibet and is an important pilgrimage site associated with <a href=""/biographies/view/Padmasambhava/TBRC_P4956"">Padmasambhava</a>. The surrounding region is home to monasteries of the <a href=""/geographies/view/Katok/TBRC_G17"">Katok</a> tradition.&nbsp;</p>",
1084,G3247,Kailash,gangs ti se,གངས་རིན་པོ་ཆེ།,冈仁波齐峰,"<p>
	Kailash, known in Tibet as Gang Tise, is revered as one of the most sacred mountains in the Himalayas for Buddhists, Hindus, Jains and Bon adherents alike. Located in far west Tibet, Kailash and the surrounding region are the focus of several important pilgrimage routes. For Buddhists, the mountain is considered the home of Cakrasaṃvara.</p>",
1085,G4631,Tsāri,tsA ri,ཙཱ་རི,匝日神山,"<p>
	Tsāri is a major mountain and pilgrimage destination in southern Tibet. Comprised of Dakpa Shelri and its surrounding areas, it stands together with <a href=""/geographies/view/Amnye-Machen/TBRC_G3214"">Amnye Machen</a>, <a href=""/geographies/view/Kawa-Karpo/TBRC_G3614"">Khawa Karpo</a> and <a href=""/geographies/view/Kailash/TBRC_G3247"">Kailash</a> as one of the most important mountains in Tibet. It is associated with both Nyingma and later Buddhist traditions, particularly with various Kagyu traditions, chief among them the Drukpa and Drigung, who linked it with the sacred sites of the Cakrasaṃvara Tantra.</p>",
1086,G3214,Amnye Machen,a myes rma chen,ཨ་མྱེས་རྨ་ཆེན།,阿尼玛卿雪山,"<p>
	The Amnye Machen mountain range is located in the Golok region of Amdo. It is one of Tibet&#39;s most sacred mountains and is revered by both Buddhists and Bon adherents. The protecter deity Machen Pomra is said to reside in the mountain&#39;s highest peak. The pilgrimage circuit around the mountain is popular among Bon followers and Buddhists.</p>",
1087,G1KR1185,Khapung,kha spungs,ཁ་སྤུངས།,卡崩寺,"<p>
	Khapung, founded by the female Bonpo master&nbsp;<a href=""/biographies/view/Tsultrim-Wangmo/TBRC_P9306"">Tsultrim Wangmo</a>&nbsp;in 1928, is a Bonpo religious institution in the Gange region of Tengchen, Chamdo. The institution and its religious practices survived the Cultural Revolution. In recent times, Khapung was home to about twenty nuns who are supported by their families and locals requesting services.&nbsp;</p>",
1088,G1AG89,Trewel Ude,kre wel dbu sde,ཀྲེ་ཝེལ་དུ་སྡེ།,,"<p>
	Trewel Ude was a nunnary established in the tenth century by <a href=""/biographies/view/Lhai-Metok/TBRC_p1ag88"">Lhai Metok</a>, the daughter of <a href=""/biographies/view/Lha-Lama-Yeshe-O/TBRC_p8344"">Lha Lama Yeshe O</a>. Nothing is known of it save a mention in the <em>History of Ngari</em>.</p>",
1089,G2LS540,Dungkar,dung dkar,དུང་དཀར།,,"<p>
	Dungkar, a Geluk monastery in located in Guge. According to tradition it was founded by <a href=""/biographies/view/Lhai-Metok/TBRC_p1ag88"">Lhai Metok</a>, the daughter of <a href=""/biographies/view/Lha-Lama-Yeshe-O/TBRC_p8344"">Lha Lama Yeshe O</a>. It is a branch of nearby <a href=""/geographies/view/Toling/TBRC_G2194"">Toling</a> monastery. Tashi Choling is a temple building located at Dungkar that was constructed in the fifteenth century. There are also cave temples that contain impressive murals that suggest early Indian influence.&nbsp;</p>",
1091,G298,Khyage,khya dge dgon,ཁྱ་དགེ་དགོན།,恰盖寺,"<p>
	Kyage, a Geluk monastery located in Chone county of Amdo, was founded in 1587. <a href=""/biographies/view/Ngawang-Trinle-Gyatso/TBRC_P1KT12"">Ngawang Trinle Gyatso</a>, a member of the Chone Royal Family who was abbot of <a href=""/geographies/view/Chone-Gonchen/TBRC_G435"">Chone Gonchen</a> in the eighteenth century, constructed a new gathering hall at Kyage as part of the funerary offerings after the death of his mother.</p>",
1092,G1TD20,Sadutshang Manor House,gzims shag sa 'du tshang,གཟིམས་ཤག་ས་འདུ་ཚང་།,,"<p>
	The Lhasa manor house of the <a href=""/communities/view/Sadutshang/TBRC_C1TD19"">Sadutshang</a> trading family which ran one of the biggest trading corporations of twentieth century Tibet. Although the family was actually from the Kandze area of Kham, they maintained a Lhasa base. Sadutshang House was in the Banak Zhol neighborhood and formerly belonged to the Khyungrampa (khyung ram pa) family who sold it to the Sadutshangs.&nbsp;</p>",
1093,G1KR1977,Ongsum,ong gsum dga' ldan chos 'phel gling,ཨོང་གསུམ་དགའ་ལྡན་ཆོས་འཕེལ་གླིང་།,巴楞寺,"<p>
	Ongsum, a Geluk monastery located in Amdo, was founded in 1694.</p>",
1094,G685,Tashi Yanggon,bkra shis yang dgon,བཀྲ་ཤིས་ཡང་དགོན།,,"<p>
	Tashi Yanggon in On was the site of <a href=""/biographies/view/Machik-Kunga-Bum/TBRC_P5910"">Machik Kunga Bum</a>&#39;s death in the fourteenth century.</p>",
1095,G2JM240,Tosam Norbu Lhunpo,thos bsam nor bu lhun po,ཐོས་བསམ་ནོར་བུ་ལྷུན་པོ།,,"<p>
	Tosam Norbu Lhunpo is the monastic college at <a href=""/geographies/view/Pelyul-Monastery/TBRC_G18"">Pelyul Monastery</a>. It was established in 1922 by the <a href=""/biographies/view/Second-Penor-Rinpoche/TBRC_P7698"">Second Penor Rinpoche</a>, who invited <a href=""/biographies/view/Khenpo-Ngakchung/TBRC_P724"">Khenchen Ngakchung</a> to serve as its first abbot.</p>",
1096,G3466,Muksang,rmugs sangs,རྨུགས་སངས།,,"<p>
	Muksang is a branch monastery of <a href=""/geographies/view/Pelyul/TBRC_g18"">Pelyul</a>. It was the primary residence of <a href=""/biographies/view/Namcho-Mingyur-Dorje/TBRC_p659"">Namcho Mingyur Dorje</a>.</p>",
1097,G3736,Yulkhyong Monastery,yul skyong dgon,ཡུལ་སྐྱོང་དགོན།,,"<p>
	Yulkhyong Monastery was established in the eighteenth century in Dartsedo by <a href=""/biographies/view/Karma-Tashi/TBRC_p8523"">Karma Tashi</a>, the fourth throne holder of <a href=""/geographies/view/Pelyul-Monastery/TBRC_g18"">Pelyul Monastery</a>.</p>",
1099,G1TD23,Bhutan House,mi 'gyur ngon dpar dga ba'i pho brang,མི་འགྱུར་ངོན་དཔར་དག་བའི་ཕོ་བྲང།,,"<p>
	Built in 1912 in Kalimpong, Bhutan House belongs to the prominent Dorji family of Bhutan. After the house was finished, Raja Urgyen Dorji invited the <a href=""/biographies/view/Thirteenth-Dalai-Lama,-Tubten-Gyatso/TBRC_P197"">Thirteenth Dalai Lama, Tubten Gyatso</a>, who was in exile in Kalimpong, to reside there. The Dalai Lama stayed at Bhutan House for three months and he gave the house its Tibetan name, which means The Palace of Unchanging Supreme Joy. Bhutan House is the current residence of Ashi Kesang Choden Wangchuck, the Royal Grandmother of the Fifth King Jigme Khesar Wangchuck.&nbsp;</p>",Q4902239
1100,G478,Tashi Gepel Ling,bkra shis dge 'phel,བཀྲ་ཤིས་དགེ་འཕེལ།,,"<p>
	Tashi Gepel was a Geluk hermitage in Tsang. <a href=""/biographies/view/Ngulchu-Dharmabhadra/TBRC_P289"">Ngulchu Dharmabhadra</a> trained there in the eighteenth century.</p>",
1101,,Lotsawa Lhakhang,lo tsA ba lha khang,ལོ་ཙཱ་བ་ལྷ་ཁང།,,"<p>
	Lotsawa Lhakhang, originally a Drigung Kagyu temple located in Alchi, Ladakh, was likely founded in the thirteenth or fourteenth century. It contains intricate frescoes in the Pala style. In 2015, an extensive restoration to the external and internal features of the site was completed by the Tibet Heritage Fund.&nbsp;</p>",
1102,G0LAT901,Alchi Chokhor,a lci,ཨ་ལྕི།,,"<p>
	Alchi is a monastery located in Alchi, Ladakh. Among the several Buddhist sites in the Alchi area, Alchi Chokhor is the oldest and most well known. Tradition records that it was founded by <a href=""/biographies/view/Rinchen-Zangpo/TBRC_P753"">Rinchen Zangpo</a>, however, it was likely founded later. The monastery is famous for its intricate wall murals. It is managed by <a href=""/geographies/view/Likir-Monastery/TBRC_TOL1103"">Likir Monastery</a>, a Geluk institution, although in prior centuries it functioned as a Drigung Kagyu monastery.</p>",Q2790480
1103,G1KG24303,Likir,klu 'khyil,ཀླུ་འཁྱིལ།,,"<p>
	Likir, a monastery in Ladakh, was founded in 1065 by&nbsp;Lama Duwang Choje. It currently functions as a Geluk institution and houses the&nbsp;Central Institute of Buddhist Studies. It is the seat of the Ngari Rinpoche.&nbsp;</p>",Q4261502
1104,G1641,Yilhung Lhagyel,yid lhung lha rgyal,ཡིད་ལྷུང་ལྷ་རྒྱལ།,拉加寺,"<p>
	Yilhung Lagyal is a Sakya monastery in the Derge region that was founded in 1767 by <a href=""/biographies/view/Luding-Rinchen-Mingyur-Gyeltsen/TBRC_P5947"">Luding Rinchen Mingyur Gyeltsen</a>. The Derge royal family were patrons of this monastery.</p>
<p>
	&nbsp;</p>",
1105,G3841,Shukgang Monastery,shug sgang dgon,ཤུག་སྒང་དགོན།,修公寺,"<p>
	Shukgang, founded in either 1670 or 1726, was a Nyingma monastery in the Dranggo region of Kham.</p>",
1106,G3835,Domang Monastery,mdo mang dgon,མདོ་མང་དགོན།,,"<p>
	Domang was a Nyingma monastery in northern Kham.</p>",
1107,G2726,Tsangda Monastery,gtsang mda',གཙང་མདའ།,,"<p>
	Tsangda was a Sakya monastery in Yushu.</p>",
1108,G3844,Dranggo,brag 'go,བྲག་འགོ།,寿灵寺,"<p>
	Dranggo is a large Geluk Monastery in Kham. It was originally a Nyingma monastery.</p>",
1109,G3837,Janggang,'jang sgang,འཇང་སྒང།,,"<p>
	Janggang was a Nyingma monastery in the Dranggo region of Kham.</p>",
1110,G3898,Rahor,ra hor,ར་ཧོར།,然哈寺,"<p>
	Rahor was a Nyingma monastery in the Dranggo region of Kham. It was originally an old Bon institution that was possibly over a thousand years old. Later it was converted to Sakya and then much later Nyingma.&nbsp;</p>",
1111,G3833,Tsangme Sengge,gtsang smad seng+ge,གཙང་སྨད་སེངྒེ།,生根寺,"<p>
	Tsangme is Nyingma monastery in the Dranggo region of Kham. It was founded in 1380.</p>",
1112,G1KR147,Sango,sa 'go,ས་འགོ།,桑古寺,"<p>
	Sango is a Nyingma monastery in the Danggo region of Kham. It was founded in 1267 and later became a branch of <a href=""/geographies/view/Pelyul-Monastery/TBRC_g18"">Pelyul Monastery</a>.</p>",
1113,G1KR151,Kuntsar,kun mtshar,ཀུན་མཚར།,更扎寺,"<p>
	Kuntsar is a Nyingma Monastery in the Dranggo region of Kham.</p>",
1114,G185,Dzigar,dzi dgar,ཛི་དགར།,字嘎寺,"<p>
	Dzigar, a Drukpa Kagyu monastery located in the Jomda region of Kham, was where the master of medicine and art <a href=""/biographies/view/Deumar-Geshe-Tendzin-Puntsok/TBRC_P331"">Deumar Geshe Tendzin Puntsok</a> began his monastic training.&nbsp;It is the seat of the <a href=""/incarnation/view/Dzigar-Kongtrul/TBRC_TOL83"">Dzigar Kongtrul</a> incarnations. A branch in India was founded in the 1970&#39;s.</p>",
1115,G305,Mersho Monastery,smar shod de'u dmar zab rgyas chos gling,སྨར་ཤོད་དེའུ་དམར་ཟབ་རྒྱས་ཆོས་གླིང།,,"<p>
	Mersho was a Drukpa Kagyu monastery in Kham founded in the late seventeenth century by <a href=""/biographies/view/Deumar-Geshe-Tendzin-Puntsok/TBRC_P331"">Deumar Geshe Tendzin Puntsok</a>.</p>",
1118,G3140,Tsibri,,ཤྲི་རི།,,"<p>
	Mt Shri, known also as Tsibri, is a mountain massiff in southern Tibet. It was the site of <a href=""/biographies/view/Zangpo-Drakpa/TBRC_p6943"">Zangpo Drakpa</a>&#39;s fourteenth-century treasure revelations, part of the Jangter, or Northern Treasures.&nbsp;</p>",
1119,G2KT7,Sorik Dropen Ling,gso rig 'gro phan gling,གསོ་རིག་འགྲོ་ཕན་གླིང་།,,"<p>
	Sorik Dropen Ling was a medical school located in the western wing of the Drepung&nbsp;Ganden Podrang. It was founded by the <a href=""/biographies/view/Fifth-Dalai-Lama-/TBRC_P37"">Fifth Dalai Lama</a>&nbsp;around 1645. It closed shortly thereafter.</p>",
1120,G00JR3006,Buchu Lhakhang,bu chu lha khang,བུ་ཆུ་ལྷ་ཁང་།,,"<p>
	Buchu Lhakhang is a temple located in the Kongpo region. One of four border supressing temples founded by <a href=""/biographies/view/Songtsen-Gampo/TBRC_P8067"">Songtsen Gampo</a> in the seventh century, it was built to supress the supine demoness of Tibetan mythology. Originally associated with the Nyingma, most recently it functions as a Geluk institution, with several monks in residence at the site.&nbsp;</p>",
1121,G2051,Katsel,bka' tshal,བཀའ་ཚལ།,噶才寺,"<p>
	Katsel, located in Meldro Gungkar county just outside of Lhasa, was founded in the seventh century by <a href=""/biographies/view/Songtsen-Gampo/TBRC_P8067"">Songtsen Gampo</a> as a district controlling temple intended to supress the mythic supine demoness who personifies the Tibetan landscape. The monastery became associated with the Drigung Kagyu school and contains the relics of <a href=""/biographies/view/Drigung-Rinchen-Puntsok/TBRC_P399"">Drigung Rinchen Puntsok</a>.</p>",
1122,G2GS1265,Drampagyang,ru gnon gram pa rgyang,རུ་གནོན་གྲམ་པ་རྒྱང།,,"<p>
	Drampa Gyang Lhakhang was founded in the seventh century by <a href=""/biographies/view/Songtsen-Gampo/TBRC_P8067"">Songtsen Gampo</a>&nbsp;as a district-controlling (ru gnon) temple. It suppresses the left hip of the supine demoness, the mythical personification of the Tibetan landscape. The site is currently largely in ruins, although at one time in contained an image of Vairocana.</p>",
1123,G660,Tsangdram,gtsang 'gram,གཙང་འགྲམ།,,"<p>
	Tsangdram is a district-supressing temple founded by <a href=""/biographies/view/Songsten-Gampo/TBRC_P8067"">Songsten Gampo</a> in the seventh century. The temple is placed upon the right hip of the mythical demoness that represents the Tibetan lanscape.&nbsp;</p>",
1124,G1KR1630,Traduntse,pra dun rtse,པྲ་དུན་རྩེ།,江扎东哲寺,"<p>
	Traduntse is one of the border taming temples founded by <a href=""/biographies/view/Songtsen-Gampo/TBRC_P8067"">Songtsen Gampo</a> in the seventh century. The temple was established to suppress the mythical supine demoness that represents the Tibetan landscape. It is located in present-day Drongpa county in western Tibet.&nbsp;</p>",
1125,G2GS1293,Mangyul Jamtrin Lhakhang,mang yul byams sprin lha khang,མང་ཡུལ་བྱམས་སྤྲིན་ལྷ་ཁང་།,强真寺,"<p>
	Mangyul Jamtrin Lhakhang, located near Kyirong, was founded in the seventh century by <a href=""/biographies/view/Songsten-Gampo/TBRC_P8067"">Songsten Gampo</a> as a geomantic temple intended to subdue the mythical demoness that personifies the Tibetan landscape according to the Tibetan origin myth. It is said to supress the right foot of the demoness. The current structure is a four storied building with pagoda.&nbsp;</p>",
1126,G260,Menlung Trengpachen,sman lung phreng ba can,སྨན་ལུང་ཕྲེང་བ་ཅན།,,"<p>
	Menlung Trengbachen was founded in 1561 by <a href=""/biographies/view/Tsarong-Pelden-Gyeltsen/TBRC_P1169"">Tsarong Pelden Gyeltsen</a>, a well-known physician and author. It was developed as&nbsp;a teaching institution for medicine and was probably located in the Sakya region of central Tibet.&nbsp;</p>",
1128,G2KT9,Sakya Mendrong,sa skya sman grong,ས་སྐྱ་སྨན་གྲོང།,,"<p>
	Sakya Mendrong was an important school of medicine founded in the twefth century. It was presumably located near Sakya. The curriculum was was based on the Drangti medical tradition.</p>",
1131,G00AG02483,Zara Monastery,zwa ra dgon pa,ཟྭ་ར་དགོན་པ།,,"<p>
	Zara is a Yabzang Kagyu monastery that was founded in the twelfth century by <a href=""/biographies/view/Zarawa-Kelden-Yeshe-Sengge/TBRC_P4329"">Zarawa Kelden Yeshe Sengge</a>.</p>",
1133,G3830,Kharak Yungdrung Dechen Ling,kha rag,ཁ་རག།,卡热寺,"<p>
	Kharak is a Bon monastery in Amdo that was founded in 1017 by Layi Dungtrul Dozho Tsultrim Gyeltsen.</p>",
